Lufthygienisches Überwachungssystem Niedersachsen;
Osnabrück;;Feinstaub (PM10);;Stickstoffdioxid;;Stickstoffoxide;;Ozon;;Temperatur;;Luftdruck;;Windrichtung;;Windgeschwindigkeit;;Relative Feuchte;;Regendauer;;Globalstrahlung;;
Datum;Uhrzeit;µg/m³;Status;µg/m³;Status;µg/m³;Status;µg/m³;Status;°C;Status;hPa;Status;Grad;Status;m/s;Status;%;Status;min;Status;W/m²;Status;
07.03.2019;10:00;7,425; ;10,803;;11,997;;70,404;;8,60;;978,7;;246,8;;2,79;;86,2;;51;;71,7;;
07.03.2019;11:00;7,020; ;10,681;;12,066;;69,407;;8,50;;980,0;;242,1;;2,62;;86,2;;21;;170,5;;
07.03.2019;12:00;6,795; ;12,376;;14,387;;63,870;;8,72;;981,2;;255,0;;2,38;;86,1;;25;;253,9;;
07.03.2019;13:00;6,707; ;10,138;;11,690;;69,724;;10,03;;982,3;;247,3;;2,51;;69,3;;0;;275,8;;
07.03.2019;14:00;6,634; ;11,632;;13,256;;69,322;;10,56;;982,8;;245,1;;2,20;;64,1;;7;;198,0;;
07.03.2019;15:00;6,563; ;9,418;;10,893;;75,051;;9,88;;983,0;;239,6;;2,43;;70,5;;7;;350,4;;
07.03.2019;16:00;6,547; ;11,583;;12,655;;73,919;;9,75;;983,2;;242,9;;2,49;;69,8;;13;;127,2;;
07.03.2019;17:00;6,484; ;11,131;;11,686;;78,764;;9,37;;983,6;;240,6;;2,82;;67,5;;0;;57,9;;
07.03.2019;18:00;6,363; ;10,403;;10,649;;79,875;;7,10;;984,0;;236,2;;2,37;;81,4;;22;;21,5;;
07.03.2019;19:00;6,318; ;11,171;;11,361;;77,068;;6,43;;984,1;;220,9;;2,53;;84,0;;0;;0,5;;
07.03.2019;20:00;6,212; ;12,177;;12,384;;72,011;;6,69;;984,3;;226,9;;2,57;;80,6;;0;;0,0;;
07.03.2019;21:00;6,033; ;11,730;;11,897;;73,536;;7,33;;984,5;;235,0;;2,43;;73,9;;0;;0,0;;
07.03.2019;22:00;5,917; ;12,314;;12,497;;71,964;;7,45;;984,4;;230,3;;2,82;;73,3;;0;;0,0;;
07.03.2019;23:00;5,796; ;9,829;;9,967;;77,917;;7,65;;984,1;;235,6;;3,23;;68,8;;0;;0,0;;
08.03.2019;00:00;5,624; ;8,990;;9,101;;77,463;;7,74;;983,7;;234,8;;3,07;;69,8;;20;;0,0;;
08.03.2019;01:00;5,538; ;;*;;*;;*;7,00;;983,9;;240,1;;3,04;;80,9;;55;;0,0;;
08.03.2019;02:00;5,450; ;7,186;;7,300;;75,127;;6,58;;984,5;;245,3;;3,01;;87,7;;56;;0,0;;
08.03.2019;03:00;5,383; ;7,548;;7,646;;71,130;;6,58;;985,1;;247,0;;2,90;;89,9;;41;;0,0;;
08.03.2019;04:00;5,234; ;7,627;;7,773;;64,700;;6,13;;985,9;;258,4;;2,84;;90,9;;42;;0,0;;
08.03.2019;05:00;5,280; ;7,786;;7,901;;64,221;;5,98;;986,9;;261,9;;2,59;;91,7;;38;;0,0;;
08.03.2019;06:00;5,514; ;6,017;;6,151;;70,809;;6,15;;988,4;;269,3;;2,59;;90,8;;23;;0,0;;
08.03.2019;07:00;5,783; ;6,898;;7,109;;70,455;;5,97;;989,6;;280,5;;2,40;;92,4;;29;;0,0;;
08.03.2019;08:00;6,082; ;8,974;;9,456;;70,943;;5,60;;991,5;;287,2;;2,76;;94,3;;37;;11,6;;
08.03.2019;09:00;6,591; ;9,399;;9,993;;76,115;;4,96;;993,6;;293,5;;3,04;;94,9;;37;;45,3;;
08.03.2019;10:00;7,365; ;11,806;;12,968;;70,415;;5,70;;995,3;;285,9;;2,14;;93,0;;0;;172,5;;
08.03.2019;11:00;7,976; ;9,673;;10,873;;78,379;;7,28;;996,7;;299,9;;3,01;;79,6;;8;;258,5;;
08.03.2019;12:00;8,291; ;9,287;;10,399;;83,054;;5,34;;997,9;;296,1;;2,21;;89,4;;12;;315,3;;
08.03.2019;13:00;8,705; ;9,119;;10,154;;83,407;;7,37;;998,9;;293,1;;2,65;;75,6;;4;;288,2;;
08.03.2019;14:00;9,084; ;12,583;;14,082;;78,494;;6,74;;999,7;;305,5;;2,25;;80,7;;10;;192,4;;
08.03.2019;15:00;9,487; ;10,467;;11,293;;82,528;;8,10;;999,7;;286,4;;2,11;;65,3;;0;;173,2;;
08.03.2019;16:00;9,802; ;11,693;;12,692;;75,656;;6,84;;1000,3;;273,6;;1,57;;85,0;;15;;135,1;;
08.03.2019;17:00;10,117; ;10,451;;11,239;;80,912;;8,02;;1000,5;;260,6;;1,67;;65,9;;0;;107,8;;
08.03.2019;18:00;10,448; ;14,517;;14,977;;74,271;;7,53;;1000,5;;253,0;;1,19;;66,0;;0;;28,5;;
08.03.2019;19:00;10,750; ;21,114;;21,485;;60,185;;6,50;;1000,6;;230,2;;0,78;;73,3;;0;;0,9;;
08.03.2019;20:00;11,047; ;19,584;;20,004;;60,146;;6,86;;1000,4;;226,9;;1,05;;71,0;;0;;0,1;;
08.03.2019;21:00;11,492; ;17,386;;17,856;;58,265;;6,69;;1000,1;;227,9;;1,16;;75,7;;14;;0,0;;
08.03.2019;22:00;11,803; ;13,993;;14,361;;62,704;;5,78;;999,7;;233,5;;1,52;;87,0;;11;;0,0;;
08.03.2019;23:00;12,008; ;12,512;;12,834;;67,094;;5,85;;999,0;;221,6;;2,11;;82,2;;0;;0,0;;
09.03.2019;00:00;12,335; ;15,937;;16,319;;57,611;;6,46;;997,9;;220,7;;2,38;;82,8;;2;;0,0;;
09.03.2019;01:00;12,609; ;15,667;;16,035;;53,673;;6,40;;997,0;;224,9;;1,92;;88,2;;53;;0,0;;
09.03.2019;02:00;12,923; ;;*;;*;;*;5,91;;996,0;;233,9;;1,83;;95,4;;60;;0,3;;
09.03.2019;03:00;13,132; ;12,767;;13,069;;58,388;;5,89;;994,5;;219,2;;2,36;;95,2;;60;;0,3;;
09.03.2019;04:00;13,328; ;11,084;;11,343;;60,713;;5,81;;993,2;;234,0;;2,39;;97,4;;60;;0,5;;
09.03.2019;05:00;13,232; ;9,165;;9,349;;64,386;;6,08;;992,5;;244,2;;2,08;;99,3;;60;;0,8;;
09.03.2019;06:00;12,891; ;8,185;;8,294;;64,661;;6,74;;992,6;;261,7;;2,42;;99,4;;53;;0,6;;
09.03.2019;07:00;12,585; ;6,066;;6,225;;70,455;;6,77;;993,6;;276,8;;2,51;;95,5;;0;;0,4;;
09.03.2019;08:00;12,355; ;7,683;;7,920;;67,227;;6,69;;994,3;;266,5;;1,70;;94,0;;0;;36,8;;
09.03.2019;09:00;12,207; ;8,884;;9,451;;66,488;;7,35;;995,0;;264,6;;2,24;;90,7;;0;;92,1;;
09.03.2019;10:00;11,828; ;8,919;;9,518;;69,167;;8,17;;995,5;;271,2;;2,48;;82,8;;0;;116,6;;
09.03.2019;11:00;11,566; ;10,273;;11,345;;65,699;;9,05;;995,5;;264,2;;2,22;;80,6;;0;;178,5;;
09.03.2019;12:00;11,477; ;9,671;;10,712;;65,287;;9,84;;995,5;;269,3;;2,10;;76,7;;0;;208,9;;
09.03.2019;13:00;11,340; ;9,214;;10,615;;68,724;;11,05;;995,1;;260,7;;2,60;;70,1;;0;;330,6;;
09.03.2019;14:00;11,254; ;9,169;;9,924;;68,587;;9,95;;994,7;;273,1;;2,49;;75,4;;23;;124,9;;
09.03.2019;15:00;11,265; ;11,447;;12,050;;63,088;;8,40;;993,0;;249,4;;1,47;;88,6;;20;;65,9;;
09.03.2019;16:00;11,155; ;9,472;;9,959;;72,790;;7,52;;991,8;;260,3;;2,05;;92,7;;37;;74,5;;
09.03.2019;17:00;11,104; ;9,664;;10,040;;77,341;;6,66;;991,8;;289,8;;2,75;;95,4;;45;;19,9;;
09.03.2019;18:00;10,795; ;6,367;;6,662;;92,635;;5,46;;992,7;;282,8;;3,56;;92,3;;10;;32,1;;
09.03.2019;19:00;10,515; ;7,832;;8,171;;87,571;;6,22;;995,1;;303,1;;4,38;;84,4;;3;;2,7;;
09.03.2019;20:00;10,199; ;6,756;;6,932;;85,249;;5,43;;997,8;;293,3;;3,26;;81,2;;0;;0,0;;
09.03.2019;21:00;9,807; ;6,982;;7,126;;81,934;;4,65;;998,9;;280,1;;1,98;;84,5;;0;;0,0;;
09.03.2019;22:00;9,600; ;6,267;;6,345;;81,431;;4,34;;999,4;;257,6;;1,40;;84,6;;0;;0,0;;
09.03.2019;23:00;9,625; ;7,089;;7,197;;78,896;;4,58;;999,6;;258,8;;1,56;;86,6;;0;;0,0;;
10.03.2019;00:00;9,523; ;7,769;;7,899;;75,920;;5,09;;999,7;;270,5;;1,49;;89,3;;12;;0,1;;
10.03.2019;01:00;9,393; ;7,530;;7,654;;76,255;;5,59;;999,5;;269,6;;1,70;;86,3;;0;;0,0;;
10.03.2019;02:00;9,277; ;8,734;;8,869;;72,027;;5,90;;999,3;;261,9;;1,71;;82,4;;0;;0,0;;
10.03.2019;03:00;9,293; ;;*;;*;;*;5,88;;998,7;;251,2;;1,63;;81,0;;0;;0,0;;
10.03.2019;04:00;9,440; ;9,299;;9,488;;67,301;;5,72;;997,7;;251,6;;1,06;;82,7;;0;;0,0;;
10.03.2019;05:00;9,729; ;9,197;;9,378;;67,275;;5,64;;996,5;;248,4;;1,32;;81,7;;0;;0,0;;
10.03.2019;06:00;10,199; ;13,088;;13,369;;60,402;;5,65;;995,4;;236,4;;1,03;;82,0;;0;;0,0;;
10.03.2019;07:00;10,643; ;11,323;;11,629;;61,969;;5,49;;994,2;;230,6;;1,14;;85,4;;36;;0,0;;
10.03.2019;08:00;10,761; ;8,429;;8,627;;69,243;;4,62;;993,1;;230,6;;0,72;;94,0;;60;;5,7;;
10.03.2019;09:00;10,645; ;9,259;;9,502;;69,607;;4,05;;991,9;;194,8;;0,91;;97,1;;60;;22,8;;
10.03.2019;10:00;10,485; ;10,083;;10,529;;71,134;;3,97;;990,9;;130,2;;0,92;;97,6;;60;;53,7;;
10.03.2019;11:00;10,262; ;10,034;;10,677;;72,759;;3,92;;989,5;;98,2;;1,79;;97,8;;60;;93,1;;
10.03.2019;12:00;10,064; ;10,787;;11,752;;69,075;;4,36;;988,1;;86,9;;1,81;;98,5;;59;;124,5;;
10.03.2019;13:00;9,850; ;11,596;;12,311;;66,167;;4,37;;986,9;;90,8;;2,08;;99,7;;43;;56,8;;
10.03.2019;14:00;9,559; ;13,796;;14,642;;64,618;;4,54;;985,6;;95,3;;1,99;;100,0;;60;;53,7;;
10.03.2019;15:00;9,206; ;15,680;;16,634;;61,062;;4,70;;984,4;;77,2;;1,53;;100,0;;59;;44,1;;
10.03.2019;16:00;9,006; ;16,833;;17,687;;55,946;;4,66;;983,9;;51,0;;1,38;;100,0;;59;;25,8;;
10.03.2019;17:00;8,705; ;18,659;;19,667;;56,847;;4,15;;985,2;;347,7;;2,15;;99,9;;60;;13,4;;
10.03.2019;18:00;8,637; ;16,141;;17,300;;62,972;;0,82;;988,9;;336,3;;3,52;;100,0;;60;;7,6;;
10.03.2019;19:00;8,510; ;12,900;;13,654;;66,719;;0,07;;993,7;;304,7;;2,76;;100,0;;60;;1,1;;
10.03.2019;20:00;8,395; ;11,781;;12,069;;65,191;;0,09;;995,7;;282,2;;1,59;;100,0;;60;;0,7;;
10.03.2019;21:00;8,235; ;8,640;;8,831;;68,340;;0,21;;996,8;;273,4;;1,38;;100,0;;60;;0,1;;
10.03.2019;22:00;7,986; ;8,690;;8,779;;69,477;;0,48;;997,3;;248,7;;1,41;;100,0;;15;;0,0;;
10.03.2019;23:00;7,623; ;7,458;;7,562;;75,130;;1,21;;997,9;;259,0;;1,81;;100,0;;11;;0,0;;
11.03.2019;00:00;7,495; ;6,448;;6,480;;77,865;;1,44;;998,2;;255,3;;2,05;;99,8;;0;;0,0;;
11.03.2019;01:00;7,310; ;6,115;;6,161;;78,614;;1,46;;998,2;;247,0;;1,77;;98,2;;0;;0,0;;
11.03.2019;02:00;7,045; ;10,296;;10,435;;69,641;;1,63;;998,0;;239,8;;1,66;;96,2;;0;;0,0;;
11.03.2019;03:00;6,709; ;7,535;;7,644;;72,559;;1,76;;997,9;;256,0;;2,16;;95,9;;25;;0,1;;
11.03.2019;04:00;6,299; ;;*;;*;;*;0,54;;998,0;;276,0;;2,09;;99,4;;45;;0,1;;
11.03.2019;05:00;5,875; ;6,033;;6,104;;78,086;;0,76;;997,5;;247,4;;1,57;;100,0;;1;;0,0;;
11.03.2019;06:00;;*;8,384;;8,482;;71,871;;1,09;;997,6;;252,3;;1,49;;99,7;;0;;0,0;;
11.03.2019;07:00;;*;10,468;;10,663;;70,653;;1,12;;997,9;;259,5;;1,87;;97,7;;0;;0,2;;
11.03.2019;08:00;;*;14,624;;15,330;;66,633;;1,12;;998,2;;255,2;;1,73;;98,1;;2;;16,7;;
11.03.2019;09:00;;*;17,500;;19,069;;61,386;;1,27;;998,6;;258,9;;1,63;;99,3;;50;;50,1;;
11.03.2019;10:00;;*;15,271;;16,396;;62,592;;1,07;;999,3;;265,2;;1,61;;99,9;;60;;47,0;;
11.03.2019;11:00;;*;15,377;;16,879;;64,069;;1,51;;999,9;;256,1;;1,75;;99,9;;24;;111,8;;
11.03.2019;12:00;;*;14,240;;16,505;;64,138;;2,88;;1000,2;;256,7;;1,73;;98,8;;5;;216,9;;
11.03.2019;13:00;;*;13,903;;14,856;;65,025;;3,11;;1000,5;;271,7;;1,74;;98,7;;48;;88,6;;
11.03.2019;14:00;;*;9,549;;10,784;;72,643;;4,42;;1000,7;;284,0;;2,63;;94,7;;19;;223,6;;
11.03.2019;15:00;;*;6,337;;7,002;;76,845;;5,19;;1000,7;;280,7;;2,86;;89,3;;42;;185,1;;
11.03.2019;16:00;;*;8,064;;8,805;;74,391;;4,04;;1001,1;;276,3;;2,88;;96,9;;48;;107,3;;
11.03.2019;17:00;;*;7,834;;8,377;;75,452;;4,15;;1001,1;;281,0;;2,91;;96,7;;49;;52,3;;
11.03.2019;18:00;;*;11,755;;12,536;;73,156;;3,78;;1002,0;;307,8;;3,34;;98,6;;43;;9,9;;
11.03.2019;19:00;;*;10,481;;11,397;;75,570;;4,20;;1004,2;;320,2;;4,77;;95,7;;14;;3,5;;
11.03.2019;20:00;;*;11,926;;12,801;;74,151;;4,21;;1006,7;;325,7;;3,57;;93,3;;0;;0,1;;
11.03.2019;21:00;;*;13,669;;14,547;;66,450;;3,92;;1008,0;;308,8;;2,14;;96,1;;0;;0,0;;
11.03.2019;22:00;;*;10,410;;10,663;;67,220;;3,84;;1009,0;;294,2;;1,79;;96,7;;0;;0,1;;
11.03.2019;23:00;;*;9,870;;10,137;;65,960;;3,85;;1009,6;;290,7;;1,43;;96,7;;0;;0,0;;
12.03.2019;00:00;;*;8,953;;9,085;;66,100;;3,88;;1010,2;;283,4;;1,56;;97,2;;2;;0,2;;
12.03.2019;01:00;6,142; ;6,423;;6,575;;68,298;;3,72;;1010,4;;275,2;;1,48;;96,6;;1;;0,0;;
12.03.2019;02:00;6,546; ;8,052;;8,151;;66,533;;3,49;;1010,5;;265,6;;1,34;;97,1;;0;;0,1;;
12.03.2019;03:00;6,868; ;9,975;;10,121;;61,474;;2,74;;1010,5;;248,7;;0,94;;98,0;;0;;0,0;;
12.03.2019;04:00;7,183; ;12,411;;12,671;;56,295;;2,11;;1009,7;;230,7;;1,12;;98,6;;0;;0,0;;
12.03.2019;05:00;7,456; ;;*;;*;;*;1,78;;1009,1;;220,1;;1,84;;97,6;;0;;0,0;;
12.03.2019;06:00;7,843; ;16,589;;17,170;;48,080;;1,94;;1008,8;;220,3;;2,05;;94,6;;0;;0,0;;
12.03.2019;07:00;8,464; ;27,150;;28,115;;35,231;;2,44;;1007,9;;210,0;;2,00;;89,9;;0;;1,1;;
12.03.2019;08:00;9,141; ;25,662;;27,973;;40,360;;2,80;;1007,0;;206,0;;2,95;;87,0;;0;;48,9;;
12.03.2019;09:00;9,684; ;24,584;;28,854;;44,464;;3,75;;1006,1;;204,4;;2,83;;85,3;;0;;115,8;;
12.03.2019;10:00;10,196; ;23,575;;26,703;;48,238;;4,45;;1005,5;;220,4;;2,28;;85,8;;18;;102,7;;
12.03.2019;11:00;10,647; ;22,779;;27,037;;53,574;;5,35;;1003,9;;211,2;;2,24;;83,4;;2;;173,1;;
12.03.2019;12:00;10,945; ;16,749;;19,736;;63,023;;6,41;;1002,1;;201,9;;3,19;;75,4;;0;;213,2;;
12.03.2019;13:00;10,960; ;12,071;;14,086;;70,213;;7,18;;1000,5;;207,7;;3,82;;68,4;;0;;237,3;;
12.03.2019;14:00;10,984; ;11,403;;13,348;;71,638;;8,07;;998,7;;206,0;;3,68;;63,6;;0;;254,8;;
12.03.2019;15:00;11,004; ;9,822;;11,396;;76,304;;9,13;;997,1;;211,5;;3,59;;55,1;;0;;267,3;;
12.03.2019;16:00;10,975; ;8,623;;9,649;;78,857;;9,42;;995,2;;213,8;;3,28;;49,0;;0;;205,7;;
12.03.2019;17:00;10,993; ;9,876;;10,446;;77,471;;8,83;;993,5;;211,9;;3,57;;50,6;;0;;63,8;;
12.03.2019;18:00;11,089; ;12,908;;13,344;;73,829;;8,41;;991,6;;200,6;;3,44;;51,6;;0;;21,3;;
12.03.2019;19:00;11,232; ;11,402;;11,656;;75,891;;8,34;;989,8;;197,9;;3,34;;50,6;;0;;2,4;;
12.03.2019;20:00;11,268; ;10,360;;10,580;;77,185;;8,38;;988,1;;199,4;;3,65;;48,7;;0;;0,0;;
12.03.2019;21:00;11,205; ;8,463;;8,636;;80,074;;8,67;;987,1;;212,7;;3,38;;45,3;;0;;0,0;;
12.03.2019;22:00;11,139; ;7,765;;7,900;;79,849;;8,44;;986,1;;230,9;;3,04;;52,2;;16;;0,0;;
12.03.2019;23:00;11,052; ;8,281;;8,455;;74,766;;7,06;;985,7;;230,2;;3,21;;74,4;;50;;0,0;;
13.03.2019;00:00;10,788; ;6,445;;6,603;;79,953;;4,71;;987,5;;281,0;;2,95;;91,4;;55;;0,0;;
13.03.2019;01:00;10,466; ;5,016;;5,056;;80,279;;3,96;;989,1;;277,1;;2,26;;92,3;;4;;0,0;;
13.03.2019;02:00;10,244; ;6,872;;6,940;;77,003;;4,05;;989,7;;259,9;;1,93;;87,8;;0;;0,0;;
13.03.2019;03:00;10,153; ;7,547;;7,633;;75,030;;4,28;;989,6;;247,2;;2,09;;86,3;;0;;0,0;;
13.03.2019;04:00;10,152; ;8,309;;8,426;;72,184;;4,48;;989,5;;245,0;;2,19;;84,4;;0;;0,1;;
13.03.2019;05:00;10,198; ;6,999;;7,112;;73,854;;4,61;;989,2;;245,8;;2,24;;82,6;;0;;0,2;;
13.03.2019;06:00;10,129; ;7,858;;7,990;;74,161;;5,08;;989,2;;247,2;;2,17;;78,8;;0;;0,4;;
13.03.2019;07:00;9,792; ;7,883;;8,057;;74,970;;5,27;;989,0;;244,1;;2,20;;78,4;;0;;0,6;;
13.03.2019;08:00;9,545; ;10,752;;11,800;;72,503;;5,39;;988,7;;242,9;;2,53;;78,6;;16;;12,2;;
13.03.2019;09:00;9,365; ;10,719;;11,542;;72,947;;5,62;;988,5;;240,0;;2,81;;79,4;;2;;52,3;;
13.03.2019;10:00;9,302; ;13,002;;14,283;;69,371;;6,03;;987,9;;233,6;;3,05;;78,6;;0;;80,9;;
13.03.2019;11:00;9,269; ;14,666;;16,357;;66,609;;6,01;;987,8;;241,3;;2,68;;82,1;;53;;73,1;;
13.03.2019;12:00;9,206; ;15,473;;17,654;;65,482;;5,52;;987,7;;244,0;;2,72;;89,3;;43;;88,4;;
13.03.2019;13:00;9,236; ;12,971;;14,331;;66,037;;6,00;;987,5;;241,3;;2,58;;86,0;;11;;87,7;;
13.03.2019;14:00;9,305; ;16,189;;18,114;;64,663;;5,47;;987,1;;240,7;;2,79;;92,9;;60;;42,3;;
13.03.2019;15:00;9,297; ;15,982;;17,609;;63,619;;4,90;;986,9;;250,2;;2,19;;96,8;;60;;33,0;;
13.03.2019;16:00;9,255; ;14,775;;16,210;;64,136;;5,25;;986,9;;249,4;;2,27;;96,7;;23;;96,6;;
13.03.2019;17:00;9,287; ;15,346;;16,406;;64,527;;5,80;;986,8;;245,3;;2,12;;95,3;;31;;63,4;;
13.03.2019;18:00;9,375; ;15,834;;16,579;;65,439;;5,85;;987,0;;264,4;;1,95;;96,2;;37;;32,5;;
13.03.2019;19:00;9,499; ;12,585;;12,934;;69,096;;5,76;;987,6;;265,9;;1,92;;96,4;;56;;3,9;;
13.03.2019;20:00;9,675; ;7,768;;8,011;;76,946;;5,86;;988,5;;280,5;;2,50;;91,4;;31;;0,0;;
13.03.2019;21:00;9,957; ;6,586;;6,776;;80,171;;6,08;;989,4;;286,2;;2,94;;87,2;;13;;0,5;;
13.03.2019;22:00;10,307; ;5,793;;6,005;;80,524;;5,88;;990,3;;279,4;;2,54;;88,6;;21;;0,1;;
13.03.2019;23:00;10,733; ;;*;;*;;*;5,96;;991,1;;283,0;;2,48;;87,1;;5;;0,5;;
14.03.2019;00:00;11,243; ;5,416;;5,611;;81,686;;6,40;;992,0;;294,5;;3,09;;82,2;;3;;1,3;;
14.03.2019;01:00;11,882; ;4,896;;5,048;;80,751;;6,18;;993,1;;291,7;;2,60;;84,2;;13;;0,0;;
14.03.2019;02:00;12,308; ;5,783;;5,873;;75,115;;5,81;;993,7;;278,7;;2,22;;83,5;;0;;0,0;;
14.03.2019;03:00;12,742; ;8,662;;8,804;;65,988;;5,29;;993,9;;264,7;;1,76;;90,3;;0;;0,1;;
14.03.2019;04:00;13,204; ;9,759;;9,930;;62,512;;5,77;;993,6;;258,8;;1,77;;91,4;;0;;0,5;;
14.03.2019;05:00;13,570; ;11,156;;11,380;;60,035;;5,96;;993,1;;260,5;;1,77;;90,2;;0;;0,4;;
14.03.2019;06:00;13,870; ;12,799;;13,086;;58,427;;5,91;;992,6;;255,8;;1,73;;88,5;;0;;0,3;;
14.03.2019;07:00;14,132; ;13,459;;13,778;;58,165;;5,61;;991,8;;253,6;;1,80;;89,6;;8;;0,6;;
14.03.2019;08:00;14,351; ;16,186;;17,277;;53,515;;5,50;;990,7;;243,1;;1,89;;90,6;;28;;12,6;;
14.03.2019;09:00;14,503; ;18,586;;20,978;;50,926;;5,37;;989,5;;240,9;;1,94;;92,2;;54;;28,1;;
14.03.2019;10:00;14,292; ;15,735;;17,198;;55,319;;5,00;;988,3;;233,6;;2,07;;96,3;;60;;35,1;;
14.03.2019;11:00;14,001; ;18,097;;20,265;;55,195;;5,08;;986,6;;233,9;;1,91;;97,6;;60;;61,7;;
14.03.2019;12:00;13,732; ;18,783;;21,218;;57,957;;5,20;;984,7;;230,3;;2,49;;97,0;;60;;75,9;;
14.03.2019;13:00;13,446; ;16,286;;18,189;;61,656;;5,55;;982,6;;232,9;;2,32;;97,3;;60;;108,8;;
14.03.2019;14:00;13,134; ;17,575;;19,131;;64,095;;5,60;;980,6;;227,6;;2,49;;97,6;;60;;54,3;;
14.03.2019;15:00;12,986; ;18,778;;20,210;;62,899;;6,04;;978,8;;235,0;;2,00;;99,7;;60;;52,4;;
14.03.2019;16:00;12,978; ;13,112;;14,272;;73,852;;7,38;;978,6;;284,3;;3,27;;97,8;;34;;79,6;;
14.03.2019;17:00;12,860; ;8,164;;8,784;;83,411;;7,40;;979,7;;293,0;;4,06;;93,8;;6;;82,3;;
14.03.2019;18:00;12,728; ;10,057;;10,785;;82,709;;6,69;;981,6;;306,0;;4,37;;96,6;;60;;17,1;;
14.03.2019;19:00;12,610; ;10,985;;11,748;;82,180;;6,25;;983,6;;317,1;;4,20;;98,1;;41;;2,4;;
14.03.2019;20:00;12,607; ;9,291;;9,730;;82,522;;6,51;;985,4;;307,4;;3,33;;93,3;;0;;0,7;;
14.03.2019;21:00;12,577; ;8,365;;8,634;;82,704;;6,48;;986,7;;297,9;;2,83;;91,7;;20;;0,3;;
14.03.2019;22:00;12,450; ;7,042;;7,271;;85,784;;6,39;;987,9;;298,6;;2,97;;88,4;;3;;0,0;;
14.03.2019;23:00;12,235; ;6,852;;6,964;;83,338;;5,77;;989,1;;278,8;;2,18;;89,3;;0;;0,0;;
15.03.2019;00:00;12,114; ;;*;;*;;*;5,67;;990,0;;267,8;;1,97;;89,0;;0;;0,0;;
15.03.2019;01:00;11,933; ;6,744;;6,806;;77,430;;6,06;;990,5;;266,7;;1,77;;88,1;;0;;0,2;;
15.03.2019;02:00;11,826; ;8,483;;8,586;;71,313;;5,93;;991,1;;266,9;;1,68;;88,4;;0;;0,0;;
15.03.2019;03:00;11,611; ;7,941;;8,047;;67,840;;6,00;;991,3;;268,6;;1,69;;88,2;;0;;0,0;;
15.03.2019;04:00;11,263; ;7,786;;7,897;;65,718;;5,55;;991,2;;268,8;;1,70;;89,4;;0;;0,0;;
15.03.2019;05:00;10,916; ;8,712;;8,838;;64,346;;5,73;;991,2;;264,9;;1,62;;88,0;;0;;0,0;;
15.03.2019;06:00;10,558; ;15,490;;15,745;;58,441;;5,71;;991,1;;254,3;;1,53;;87,3;;1;;0,0;;
15.03.2019;07:00;10,300; ;16,940;;17,285;;54,973;;5,83;;990,8;;244,3;;1,32;;86,7;;1;;1,7;;
15.03.2019;08:00;10,157; ;27,292;;29,467;;45,405;;5,88;;990,3;;239,1;;1,51;;91,1;;43;;20,7;;
15.03.2019;09:00;10,161; ;21,690;;23,313;;47,955;;6,09;;989,6;;235,3;;1,62;;92,7;;23;;43,1;;
15.03.2019;10:00;10,563; ;19,747;;21,509;;50,572;;6,28;;989,2;;239,8;;1,65;;95,3;;59;;65,8;;
15.03.2019;11:00;10,871; ;19,290;;21,015;;56,371;;6,46;;988,4;;231,0;;1,77;;98,0;;58;;70,1;;
15.03.2019;12:00;11,099; ;24,265;;26,566;;48,437;;7,03;;987,6;;242,5;;1,61;;100,0;;56;;62,9;;
15.03.2019;13:00;11,198; ;17,083;;19,398;;45,807;;8,82;;987,3;;265,0;;1,82;;99,9;;23;;114,9;;
15.03.2019;14:00;11,418; ;11,619;;13,526;;50,805;;11,04;;987,0;;281,0;;2,86;;92,4;;12;;147,3;;
15.03.2019;15:00;11,580; ;10,863;;12,287;;54,118;;10,72;;987,0;;285,8;;3,04;;94,7;;40;;115,8;;
15.03.2019;16:00;11,637; ;10,975;;12,231;;67,412;;9,68;;987,5;;293,7;;3,51;;92,2;;60;;64,4;;
15.03.2019;17:00;11,756; ;11,097;;11,899;;76,501;;9,28;;988,0;;294,6;;3,12;;85,6;;14;;80,2;;
15.03.2019;18:00;11,770; ;9,903;;10,669;;80,367;;10,11;;988,2;;306,2;;4,41;;72,0;;0;;56,1;;
15.03.2019;19:00;11,699; ;9,836;;10,373;;81,073;;9,42;;989,5;;308,1;;4,18;;66,5;;0;;4,7;;
15.03.2019;20:00;11,520; ;8,520;;8,867;;82,741;;8,57;;990,7;;305,9;;3,93;;63,0;;0;;0,0;;
15.03.2019;21:00;11,343; ;7,727;;7,994;;81,561;;8,00;;991,6;;302,5;;3,47;;64,7;;0;;0,0;;
15.03.2019;22:00;11,242; ;8,069;;8,284;;78,078;;7,33;;992,5;;295,1;;2,72;;70,5;;0;;0,0;;
15.03.2019;23:00;11,146; ;7,855;;7,962;;76,011;;6,65;;993,0;;281,5;;1,96;;72,2;;0;;0,0;;
16.03.2019;00:00;10,997; ;7,390;;7,468;;74,632;;6,42;;993,7;;272,8;;1,82;;73,7;;0;;0,0;;
16.03.2019;01:00;10,755; ;;*;;*;;*;6,42;;994,4;;276,5;;1,94;;75,6;;0;;0,0;;
16.03.2019;02:00;10,466; ;7,109;;7,242;;71,522;;6,53;;994,9;;285,5;;1,91;;75,9;;0;;0,0;;
