Lufthygienisches Überwachungssystem Niedersachsen;
Osnabrück (Verkehrsstation);;Feinstaub (PM10);;Stickstoffdioxid;;Stickstoffoxide;;Kohlenmonoxid;;Temperatur;;Luftdruck;;Relative Feuchte;;
Datum;Uhrzeit;µg/m³;Status;µg/m³;Status;µg/m³;Status;mg/m³;Status;°C;Status;hPa;Status;%;Status;
11.02.2019;00:00;9,220; ;10,954;;16,378;;0,29640;E;4,25;;990,0;;97,3;;
11.02.2019;01:00;9,058; ;8,574;;11,674;;0,27352;E;4,74;;991,8;;96,9;;
11.02.2019;02:00;9,117; ;8,801;;11,525;;0,24624;E;5,16;;993,6;;95,7;;
11.02.2019;03:00;8,996; ;7,231;;9,899;;0,21809;E;5,34;;995,2;;93,5;;
11.02.2019;04:00;9,035; ;;*;;*;0,19252;E;5,35;;996,3;;92,9;;
11.02.2019;05:00;9,079; ;6,829;;11,305;;0,17140;E;5,26;;997,4;;90,8;;
11.02.2019;06:00;9,080; ;15,963;;38,580;;0,16269;E;5,15;;998,6;;90,0;;
11.02.2019;07:00;9,326; ;25,924;;62,450;;0,17008;E;4,94;;999,6;;89,1;;
11.02.2019;08:00;9,698; ;51,064;;138,765;;0,19818;E;4,96;;1000,5;;88,4;;
11.02.2019;09:00;10,210; ;40,809;;109,092;;0,21320;E;5,03;;1002,2;;91,9;;
11.02.2019;10:00;10,673; ;38,068;;95,769;;0,23155;E;5,39;;1003,6;;89,7;;
11.02.2019;11:00;11,134; ;44,232;;129,292;;0,25544;E;6,44;;1004,8;;83,4;;
11.02.2019;12:00;11,726; ;38,872;;101,277;;0,27404;E;6,69;;1006,2;;83,5;;
11.02.2019;13:00;12,257; ;26,345;;84,145;;0,28646;E;6,12;;1007,4;;81,8;;
11.02.2019;14:00;12,752; ;31,650;;83,649;;0,28864;E;7,28;;1008,5;;65,4;;
11.02.2019;15:00;13,248; ;35,420;;76,809;;0,28417;E;7,83;;1009,7;;60,6;;
11.02.2019;16:00;13,989; ;42,879;;96,869;;0,26295;E;6,71;;1011,1;;60,5;;
11.02.2019;17:00;14,708; ;44,495;;109,527;;0,28060;E;6,46;;1012,5;;58,9;;
11.02.2019;18:00;15,337; ;40,901;;94,912;;0,28047;E;6,07;;1014,4;;61,6;;
11.02.2019;19:00;15,896; ;52,425;;124,186;;0,28772;E;5,41;;1015,8;;64,7;;
11.02.2019;20:00;16,545; ;40,572;;80,842;;0,28727;E;5,17;;1016,8;;70,4;;
11.02.2019;21:00;17,348; ;38,571;;83,010;;0,31039;E;4,89;;1017,5;;75,8;;
11.02.2019;22:00;17,677; ;22,299;;40,901;;0,29611;E;4,87;;1018,2;;67,9;;
11.02.2019;23:00;18,069; ;20,353;;34,794;;0,28267;E;4,84;;1018,9;;65,9;;
12.02.2019;00:00;18,724; ;13,859;;22,834;;0,26731;E;4,67;;1019,5;;68,3;;
12.02.2019;01:00;18,987; ;8,425;;11,780;;0,23367;E;4,40;;1020,0;;71,5;;
12.02.2019;02:00;18,925; ;7,551;;9,621;;0,22057;E;4,11;;1020,4;;78,6;;
12.02.2019;03:00;18,975; ;10,317;;13,026;;0,19526;E;3,87;;1020,7;;81,9;;
12.02.2019;04:00;18,820; ;8,009;;10,516;;0,18383;E;3,58;;1021,0;;84,9;;
12.02.2019;05:00;18,705; ;;*;;*;0,15561;E;3,33;;1021,2;;86,3;;
12.02.2019;06:00;18,754; ;20,266;;44,427;;0,17197;E;3,58;;1021,3;;85,3;;
12.02.2019;07:00;18,730; ;36,201;;88,694;;0,20226;E;3,42;;1021,7;;87,5;;
12.02.2019;08:00;18,881; ;80,632;;315,730;;0,30876;E;3,27;;1022,2;;90,2;;
12.02.2019;09:00;19,133; ;73,868;;254,513;;0,37486;E;3,35;;1022,9;;89,6;;
12.02.2019;10:00;19,388; ;45,240;;149,809;;0,41104;E;4,16;;1023,6;;87,4;;
12.02.2019;11:00;19,791; ;60,841;;194,123;;0,44820;E;5,22;;1023,9;;83,4;;
12.02.2019;12:00;20,019; ;48,063;;162,979;;0,49120;E;6,18;;1024,3;;78,0;;
12.02.2019;13:00;20,401; ;61,425;;187,196;;0,53433;E;6,41;;1024,2;;77,6;;
12.02.2019;14:00;20,904; ;54,056;;161,057;;0,58149;E;7,51;;1023,8;;74,6;;
12.02.2019;15:00;21,388; ;47,683;;162,794;;0,60614; ;7,89;;1023,8;;72,2;;
12.02.2019;16:00;21,810; ;61,602;;208,846;;0,56908;E;7,60;;1023,9;;74,8;;
12.02.2019;17:00;22,451; ;62,227;;223,740;;0,56705;E;7,55;;1024,0;;77,0;;
12.02.2019;18:00;23,138; ;74,033;;232,558;;0,63213; ;7,02;;1024,4;;78,6;;
12.02.2019;19:00;23,935; ;70,418;;216,672;;0,72039; ;6,19;;1024,7;;79,7;;
12.02.2019;20:00;24,764; ;50,517;;127,049;;0,72120; ;5,78;;1024,6;;79,7;;
12.02.2019;21:00;25,536; ;39,173;;76,323;;0,70772; ;5,73;;1024,7;;80,9;;
12.02.2019;22:00;26,658; ;36,726;;65,750;;0,67599; ;5,51;;1024,7;;82,3;;
12.02.2019;23:00;27,728; ;38,461;;61,859;;0,65251; ;5,32;;1024,9;;82,6;;
13.02.2019;00:00;28,460; ;26,720;;38,174;;0,60572; ;5,29;;1025,2;;82,6;;
13.02.2019;01:00;29,366; ;26,421;;32,506;;0,55490;E;5,42;;1025,3;;82,6;;
13.02.2019;02:00;30,310; ;22,728;;27,447;;0,46050;E;5,57;;1025,3;;83,4;;
13.02.2019;03:00;31,222; ;22,478;;34,223;;0,34209;E;5,56;;1025,2;;83,8;;
13.02.2019;04:00;32,179; ;18,739;;24,692;;0,30331;E;5,37;;1025,2;;84,7;;
13.02.2019;05:00;33,132; ;20,866;;29,976;;0,27937;E;5,14;;1024,9;;87,9;;
13.02.2019;06:00;33,924; ;30,620;;66,651;;0,27882;E;5,35;;1025,0;;86,1;;
13.02.2019;07:00;34,669; ;42,029;;118,222;;0,29353;E;5,39;;1025,3;;85,1;;
13.02.2019;08:00;35,296; ;50,755;;223,084;;0,35448;E;5,40;;1025,6;;85,7;;
13.02.2019;09:00;35,800; ;41,844;;164,079;;0,39466;E;5,34;;1025,9;;86,6;;
13.02.2019;10:00;36,383; ;47,955;;158,152;;0,43076;E;5,25;;1026,3;;85,6;;
13.02.2019;11:00;36,850; ;44,210;;158,052;;0,46244;E;5,62;;1026,3;;84,1;;
13.02.2019;12:00;37,376; ;47,029;;148,990;;0,49059;E;5,97;;1026,7;;81,7;;
13.02.2019;13:00;37,785; ;49,014;;153,752;;0,52406;E;6,36;;1026,7;;80,9;;
13.02.2019;14:00;37,991; ;49,542;;166,663;;0,56339;E;6,44;;1026,8;;81,6;;
13.02.2019;15:00;37,991; ;56,828;;173,085;;0,57990;E;6,83;;1026,4;;81,7;;
13.02.2019;16:00;37,741; ;62,305;;208,560;;0,56770;E;7,15;;1026,4;;80,3;;
13.02.2019;17:00;37,274; ;95,371;;252,196;;0,58625;E;7,45;;1026,3;;79,0;;
13.02.2019;18:00;36,700; ;63,477;;174,796;;0,60629; ;7,44;;1026,7;;78,7;;
13.02.2019;19:00;36,084; ;65,500;;185,262;;0,67652; ;7,40;;1027,0;;78,8;;
13.02.2019;20:00;35,444; ;59,851;;165,057;;0,70862; ;7,52;;1027,1;;78,2;;
13.02.2019;21:00;34,773; ;61,361;;141,479;;0,71747; ;7,31;;1027,0;;77,8;;
13.02.2019;22:00;34,100; ;62,974;;126,981;;0,70063; ;6,92;;1026,8;;76,0;;
13.02.2019;23:00;33,627; ;;*;;*;0,69321; ;6,28;;1026,6;;76,8;;
14.02.2019;00:00;33,304; ;65,943;;151,593;;0,68113; ;5,72;;1026,7;;78,7;;
14.02.2019;01:00;32,830; ;62,878;;94,041;;0,63958; ;5,23;;1026,7;;80,4;;
14.02.2019;02:00;32,593; ;60,383;;92,036;;0,60450; ;4,71;;1026,8;;82,4;;
14.02.2019;03:00;32,601; ;61,261;;109,540;;0,52438;E;4,03;;1026,7;;85,8;;
14.02.2019;04:00;32,392; ;55,756;;98,463;;0,50420;E;3,43;;1026,6;;87,8;;
14.02.2019;05:00;32,127; ;57,442;;164,362;;0,50962;E;2,87;;1026,8;;90,1;;
14.02.2019;06:00;32,011; ;59,918;;256,502;;0,57271;E;2,52;;1026,9;;90,9;;
14.02.2019;07:00;32,107; ;65,593;;424,891;;0,64243; ;2,29;;1027,2;;91,1;;
14.02.2019;08:00;32,233; ;89,430;;587,537;;0,80180; ;2,73;;1027,4;;89,2;;
14.02.2019;09:00;32,220; ;83,511;;414,664;;0,88974; ;3,74;;1027,6;;82,4;;
14.02.2019;10:00;32,055; ;72,966;;318,807;;0,92998; ;5,31;;1028,0;;74,6;;
14.02.2019;11:00;31,693; ;75,379;;304,322;;0,96601; ;6,70;;1028,0;;66,4;;
14.02.2019;12:00;31,023; ;66,892;;206,263;;0,96840; ;8,48;;1028,0;;53,1;;
14.02.2019;13:00;30,158; ;84,743;;261,845;;0,97330; ;8,91;;1027,8;;47,2;;
14.02.2019;14:00;29,224; ;78,485;;211,287;;0,91074; ;10,28;;1027,5;;38,5;;
14.02.2019;15:00;28,522; ;78,663;;250,006;;0,85397; ;11,28;;1027,1;;37,3;;
14.02.2019;16:00;28,070; ;79,457;;239,256;;0,71560; ;11,77;;1026,7;;37,8;;
14.02.2019;17:00;27,699; ;92,114;;319,581;;0,68988; ;11,53;;1026,4;;38,9;;
14.02.2019;18:00;27,661; ;102,795;;415,222;;0,76397; ;10,59;;1026,3;;43,7;;
14.02.2019;19:00;28,157; ;120,474;;674,468;;0,99919; ;8,83;;1026,6;;53,1;;
14.02.2019;20:00;29,065; ;113,186;;624,183;;1,20421; ;7,28;;1026,6;;60,6;;
14.02.2019;21:00;30,193; ;94,798;;488,049;;1,34435; ;6,00;;1026,5;;66,2;;
14.02.2019;22:00;31,132; ;75,854;;324,270;;1,42521; ;4,91;;1026,1;;71,0;;
14.02.2019;23:00;31,549; ;69,044;;277,706;;1,48859; ;4,14;;1026,1;;73,8;;
15.02.2019;00:00;31,855; ;;*;;*;1,49779; ;3,18;;1026,1;;77,0;;
15.02.2019;01:00;32,174; ;55,250;;180,131;;1,47866; ;2,60;;1026,1;;78,0;;
15.02.2019;02:00;32,227; ;56,142;;140,107;;1,38808; ;2,27;;1026,1;;77,1;;
15.02.2019;03:00;32,175; ;57,417;;174,062;;1,14397; ;1,75;;1026,1;;79,5;;
15.02.2019;04:00;32,270; ;52,304;;141,595;;0,94819; ;1,25;;1025,6;;83,0;;
15.02.2019;05:00;32,350; ;54,062;;144,909;;0,78999; ;1,24;;1025,3;;83,8;;
15.02.2019;06:00;32,372; ;59,371;;179,822;;0,73574; ;1,36;;1025,2;;84,3;;
15.02.2019;07:00;32,301; ;59,380;;282,251;;0,69367; ;1,45;;1025,0;;84,6;;
15.02.2019;08:00;32,315; ;67,383;;323,726;;0,71041; ;1,69;;1025,1;;84,4;;
15.02.2019;09:00;32,398; ;57,678;;231,950;;0,70379; ;1,84;;1025,2;;83,8;;
15.02.2019;10:00;32,436; ;58,268;;225,681;;0,71074; ;5,57;;1025,0;;67,5;;
15.02.2019;11:00;32,552; ;51,301;;167,667;;0,69712; ;7,61;;1024,8;;60,7;;
15.02.2019;12:00;33,009; ;53,825;;162,033;;0,68794; ;9,86;;1024,6;;55,2;;
15.02.2019;13:00;33,480; ;59,844;;169,015;;0,69901; ;11,61;;1023,9;;50,3;;
15.02.2019;14:00;33,456; ;77,450;;202,267;;0,70776; ;14,85;;1023,3;;36,3;;
15.02.2019;15:00;33,375; ;81,086;;232,222;;0,68480; ;15,49;;1022,6;;37,5;;
15.02.2019;16:00;33,187; ;84,617;;220,590;;0,64194; ;15,78;;1021,8;;37,3;;
15.02.2019;17:00;33,019; ;89,909;;275,033;;0,66587; ;15,37;;1021,2;;39,1;;
15.02.2019;18:00;33,331; ;87,197;;290,750;;0,68696; ;13,71;;1020,8;;50,8;;
15.02.2019;19:00;33,439; ;93,864;;399,146;;0,78970; ;11,53;;1020,7;;60,5;;
15.02.2019;20:00;33,394; ;94,826;;403,868;;0,89572; ;9,90;;1020,2;;66,0;;
15.02.2019;21:00;33,134; ;72,989;;262,083;;0,97395; ;8,62;;1019,8;;69,1;;
15.02.2019;22:00;32,779; ;71,479;;210,933;;0,98549; ;7,47;;1019,5;;71,1;;
15.02.2019;23:00;32,532; ;75,866;;236,378;;1,00173; ;6,69;;1019,2;;70,6;;
16.02.2019;00:00;32,279; ;70,643;;217,979;;1,01872; ;6,06;;1019,0;;70,2;;
16.02.2019;01:00;32,151; ;;*;;*;1,01184; ;5,13;;1018,7;;72,6;;
16.02.2019;02:00;31,830; ;67,594;;196,766;;0,98816; ;4,58;;1018,4;;72,3;;
16.02.2019;03:00;31,581; ;67,195;;202,987;;0,89867; ;4,54;;1018,1;;70,9;;
16.02.2019;04:00;31,197; ;66,235;;194,911;;0,77640; ;4,43;;1017,6;;70,8;;
16.02.2019;05:00;30,841; ;64,267;;220,859;;0,71232; ;4,22;;1017,1;;72,5;;
16.02.2019;06:00;30,677; ;73,342;;274,008;;0,68206; ;4,43;;1017,0;;70,9;;
16.02.2019;07:00;30,386; ;63,660;;144,960;;0,62792; ;6,10;;1016,8;;60,8;;
16.02.2019;08:00;30,133; ;76,173;;319,632;;0,63931; ;5,33;;1016,9;;65,8;;
16.02.2019;09:00;29,742; ;76,878;;306,095;;0,67969; ;5,50;;1017,4;;65,9;;
16.02.2019;10:00;29,403; ;56,058;;143,493;;0,66460; ;10,04;;1017,4;;48,2;;
16.02.2019;11:00;29,029; ;49,313;;121,180;;0,64553; ;11,70;;1017,4;;42,7;;
16.02.2019;12:00;28,914; ;51,042;;128,760;;0,66478; ;12,44;;1017,5;;42,8;;
16.02.2019;13:00;29,380; ;52,375;;124,213;;0,67831; ;12,37;;1017,4;;44,2;;
16.02.2019;14:00;30,516; ;61,579;;147,817;;0,67921; ;13,37;;1016,9;;41,0;;
16.02.2019;15:00;31,655; ;58,718;;127,871;;0,70620; ;13,99;;1016,5;;39,2;;
16.02.2019;16:00;32,846; ;66,285;;154,484;;0,69714; ;14,14;;1016,4;;40,1;;
16.02.2019;17:00;33,871; ;72,660;;162,217;;0,66175; ;13,76;;1016,4;;40,4;;
16.02.2019;18:00;34,327; ;96,797;;274,093;;0,74630; ;12,64;;1016,2;;45,9;;
16.02.2019;19:00;34,488; ;96,991;;248,300;;0,81243; ;11,11;;1016,5;;50,9;;
16.02.2019;20:00;34,541; ;114,819;;413,053;;0,92624; ;9,93;;1016,7;;54,6;;
16.02.2019;21:00;35,177; ;118,510;;528,434;;1,06777; ;8,41;;1016,7;;61,8;;
16.02.2019;22:00;36,325; ;107,381;;501,242;;1,26859; ;7,32;;1016,7;;67,3;;
16.02.2019;23:00;38,045; ;91,309;;443,280;;1,45246; ;6,40;;1016,8;;72,3;;
17.02.2019;00:00;39,656; ;84,132;;432,800;;1,60219; ;5,55;;1016,7;;76,0;;
17.02.2019;01:00;40,967; ;63,341;;226,135;;1,65077; ;4,65;;1016,6;;78,5;;
17.02.2019;02:00;42,135; ;;*;;*;1,60638; ;3,89;;1016,5;;80,7;;
17.02.2019;03:00;43,096; ;53,631;;158,413;;1,58458; ;3,47;;1016,2;;81,9;;
17.02.2019;04:00;44,177; ;51,485;;101,896;;1,48889; ;3,13;;1016,0;;82,3;;
17.02.2019;05:00;45,247; ;51,911;;99,563;;1,33442; ;2,87;;1015,7;;83,2;;
17.02.2019;06:00;46,171; ;51,593;;119,539;;1,12951; ;2,64;;1015,4;;83,9;;
17.02.2019;07:00;46,913; ;50,349;;107,479;;0,96472; ;2,34;;1015,0;;85,4;;
17.02.2019;08:00;47,351; ;48,358;;95,453;;0,80294; ;2,16;;1015,0;;86,9;;
17.02.2019;09:00;47,868; ;43,679;;89,096;;0,71997; ;2,39;;1015,0;;86,6;;
17.02.2019;10:00;48,415; ;43,088;;97,292;;0,68054; ;5,12;;1014,8;;76,5;;
17.02.2019;11:00;49,016; ;43,773;;98,228;;0,65281; ;7,31;;1014,6;;69,0;;
17.02.2019;12:00;49,324; ;39,066;;88,392;;0,63572; ;10,12;;1014,1;;60,3;;
17.02.2019;13:00;49,215; ;45,276;;89,475;;0,62166; ;12,03;;1013,4;;53,6;;
17.02.2019;14:00;48,962; ;49,024;;103,620;;0,62190; ;14,52;;1012,7;;39,5;;
17.02.2019;15:00;48,589; ;59,872;;115,877;;0,60550; ;15,06;;1012,0;;38,7;;
17.02.2019;16:00;48,098; ;53,883;;102,577;;0,60555; ;15,11;;1011,7;;39,2;;
17.02.2019;17:00;47,771; ;66,232;;132,810;;0,63126; ;14,70;;1011,4;;41,9;;
17.02.2019;18:00;47,611; ;99,267;;291,279;;0,71135; ;13,26;;1011,2;;47,7;;
17.02.2019;19:00;47,643; ;121,053;;519,124;;0,88740; ;11,29;;1011,3;;55,3;;
17.02.2019;20:00;47,533; ;80,381;;232,480;;0,93966; ;9,54;;1011,4;;62,9;;
17.02.2019;21:00;46,967; ;75,271;;270,701;;1,00608; ;8,30;;1011,4;;71,3;;
17.02.2019;22:00;46,084; ;69,035;;231,847;;1,05270; ;7,22;;1011,5;;76,1;;
17.02.2019;23:00;44,618; ;62,821;;185,904;;1,07515; ;7,02;;1011,7;;72,3;;
18.02.2019;00:00;42,510; ;29,697;;38,598;;1,03843; ;9,83;;1011,7;;51,7;;
18.02.2019;01:00;40,737; ;50,461;;89,958;;1,00416; ;9,02;;1011,7;;54,9;;
18.02.2019;02:00;39,485; ;61,538;;138,323;;0,92105; ;6,78;;1011,7;;66,1;;
18.02.2019;03:00;38,534; ;;*;;*;0,73643; ;5,93;;1011,7;;68,9;;
18.02.2019;04:00;37,430; ;60,528;;110,564;;0,66783; ;5,26;;1011,5;;69,9;;
18.02.2019;05:00;36,422; ;56,239;;126,176;;0,59885;E;4,26;;1011,4;;74,6;;
18.02.2019;06:00;35,522; ;66,113;;302,326;;0,59604;E;3,93;;1011,4;;76,2;;
18.02.2019;07:00;34,931; ;68,196;;340,231;;0,62670; ;3,62;;1011,3;;76,9;;
18.02.2019;08:00;34,613; ;76,104;;470,513;;0,74696; ;3,35;;1011,2;;76,9;;
18.02.2019;09:00;34,581; ;86,383;;437,687;;0,82661; ;3,57;;1011,2;;76,4;;
18.02.2019;10:00;34,604; ;65,210;;278,334;;0,85111; ;7,36;;1011,0;;62,3;;
18.02.2019;11:00;34,584; ;66,949;;259,421;;0,86354; ;10,67;;1010,7;;52,2;;
18.02.2019;12:00;34,307; ;71,199;;209,995;;0,87903; ;13,16;;1010,2;;43,5;;
18.02.2019;13:00;33,707; ;63,061;;170,444;;0,87403; ;14,03;;1009,5;;36,2;;
18.02.2019;14:00;33,389; ;65,578;;164,619;;0,81559; ;14,69;;1008,8;;35,7;;
18.02.2019;15:00;33,193; ;74,408;;165,817;;0,74147; ;15,25;;1008,0;;36,4;;
18.02.2019;16:00;33,089; ;77,761;;196,327;;0,66310; ;15,78;;1007,6;;35,0;;
18.02.2019;17:00;33,037; ;103,773;;280,975;;0,64486; ;15,59;;1007,0;;35,3;;
18.02.2019;18:00;32,969; ;123,947;;537,792;;0,78921; ;13,92;;1006,4;;42,0;;
18.02.2019;19:00;33,340; ;127,939;;683,006;;1,02361; ;11,38;;1006,4;;52,3;;
18.02.2019;20:00;34,193; ;114,784;;620,356;;1,27084; ;9,50;;1006,3;;60,3;;
18.02.2019;21:00;34,568; ;89,052;;398,909;;1,41751; ;8,31;;1006,4;;64,6;;
18.02.2019;22:00;34,593; ;83,282;;305,249;;1,52121; ;7,42;;1006,5;;65,3;;
18.02.2019;23:00;34,352; ;75,761;;206,389;;1,56886; ;8,01;;1006,4;;59,5;;
19.02.2019;00:00;34,590; ;38,650;;47,212;;1,52837; ;9,30;;1006,3;;56,1;;
19.02.2019;01:00;34,846; ;36,010;;45,588;;1,45216; ;9,01;;1006,3;;59,1;;
19.02.2019;02:00;34,947; ;34,637;;39,171;;1,26431; ;8,59;;1006,4;;62,3;;
19.02.2019;03:00;34,855; ;32,007;;36,248;;0,99559; ;8,12;;1006,4;;65,9;;
19.02.2019;04:00;35,161; ;;*;;*;0,71745; ;7,75;;1006,3;;69,1;;
19.02.2019;05:00;36,248; ;32,081;;45,132;;0,54478;E;7,66;;1006,5;;75,0;;
19.02.2019;06:00;37,158; ;38,762;;75,118;;0,41976;E;7,23;;1006,7;;84,5;;
19.02.2019;07:00;37,868; ;41,915;;112,996;;0,37322;E;6,89;;1006,9;;87,1;;
19.02.2019;08:00;38,409; ;68,609;;196,841;;0,41452;E;7,18;;1007,3;;85,4;;
19.02.2019;09:00;38,580; ;46,255;;149,653;;0,43629;E;7,24;;1008,0;;84,3;;
19.02.2019;10:00;38,600; ;41,524;;110,459;;0,45016;E;7,32;;1008,5;;81,3;;
19.02.2019;11:00;38,413; ;40,218;;116,180;;0,44916;E;8,40;;1008,7;;74,9;;
19.02.2019;12:00;38,151; ;36,117;;105,383;;0,45566;E;9,18;;1008,9;;70,6;;
19.02.2019;13:00;38,162; ;40,585;;97,829;;0,46759;E;9,43;;1009,0;;68,6;;
19.02.2019;14:00;38,027; ;46,263;;121,646;;0,47331;E;9,78;;1008,8;;66,2;;
19.02.2019;15:00;37,847; ;45,002;;112,730;;0,47025;E;10,11;;1008,8;;63,5;;
19.02.2019;16:00;37,491; ;45,933;;140,877;;0,44614;E;10,03;;1009,0;;63,0;;
19.02.2019;17:00;37,003; ;58,841;;148,022;;0,44381;E;9,77;;1009,2;;66,8;;
19.02.2019;18:00;36,075; ;48,610;;112,533;;0,44953;E;9,29;;1009,5;;70,0;;
19.02.2019;19:00;34,420; ;45,353;;107,657;;0,47109;E;9,23;;1009,9;;66,9;;
19.02.2019;20:00;32,205; ;43,495;;93,052;;0,48130;E;9,10;;1010,5;;66,1;;
19.02.2019;21:00;30,334; ;43,141;;87,700;;0,49859;E;8,62;;1010,8;;67,9;;
19.02.2019;22:00;28,831; ;36,283;;66,156;;0,49021;E;7,88;;1011,2;;70,1;;
19.02.2019;23:00;27,954; ;28,276;;50,061;;0,47110;E;7,22;;1011,4;;73,5;;
20.02.2019;00:00;27,558; ;24,436;;37,795;;0,44093;E;6,86;;1011,6;;76,3;;
20.02.2019;01:00;27,105; ;18,815;;24,673;;0,40571;E;6,35;;1011,8;;78,1;;
20.02.2019;02:00;26,725; ;18,271;;24,465;;0,36791;E;6,10;;1012,0;;79,9;;
20.02.2019;03:00;26,366; ;16,554;;19,097;;0,32596;E;5,76;;1012,1;;81,4;;
20.02.2019;04:00;25,901; ;16,621;;19,463;;0,29539;E;5,67;;1011,9;;80,4;;
20.02.2019;05:00;24,673; ;;*;;*;0,26512;E;5,63;;1011,8;;79,5;;
20.02.2019;06:00;23,624; ;31,323;;73,703;;0,27587;E;5,60;;1011,8;;80,1;;
20.02.2019;07:00;23,051; ;38,683;;118,103;;0,30523;E;5,52;;1011,8;;80,9;;
20.02.2019;08:00;22,712; ;65,297;;250,879;;0,37971;E;5,65;;1012,3;;80,1;;
20.02.2019;09:00;22,401; ;60,348;;187,252;;0,42620;E;5,83;;1012,8;;79,5;;
20.02.2019;10:00;22,257; ;51,366;;148,859;;0,49060;E;6,53;;1013,3;;76,5;;
20.02.2019;11:00;22,270; ;52,438;;152,664;;0,53071;E;7,20;;1013,9;;72,7;;
20.02.2019;12:00;22,436; ;54,700;;145,545;;0,55824;E;8,44;;1014,4;;66,7;;
20.02.2019;13:00;22,519; ;49,307;;130,621;;0,57700;E;9,51;;1014,4;;61,5;;
20.02.2019;14:00;22,516; ;44,533;;115,189;;0,56902;E;10,41;;1014,3;;58,4;;
20.02.2019;15:00;22,475; ;47,631;;117,810;;0,56135;E;10,84;;1014,2;;57,8;;
20.02.2019;16:00;22,841; ;59,773;;172,863;;0,52507;E;10,79;;1014,2;;58,8;;
20.02.2019;17:00;23,232; ;69,948;;202,238;;0,54020;E;10,71;;1014,3;;59,3;;
20.02.2019;18:00;23,732; ;86,050;;238,215;;0,56595;E;10,35;;1014,5;;60,5;;
20.02.2019;19:00;24,276; ;73,670;;176,781;;0,57889;E;9,97;;1014,8;;62,5;;
20.02.2019;20:00;24,948; ;53,684;;133,918;;0,60199; ;9,67;;1015,2;;63,8;;
20.02.2019;21:00;25,527; ;46,603;;106,763;;0,60607; ;9,44;;1015,3;;63,0;;
20.02.2019;22:00;26,004; ;41,843;;74,101;;0,60329; ;9,15;;1015,1;;62,1;;
20.02.2019;23:00;26,493; ;43,254;;80,952;;0,58901;E;8,47;;1015,3;;65,8;;
21.02.2019;00:00;26,892; ;38,837;;65,211;;0,56175;E;8,08;;1015,4;;69,3;;
21.02.2019;01:00;27,351; ;27,410;;33,522;;0,50294;E;8,08;;1015,5;;69,9;;
21.02.2019;02:00;27,886; ;27,701;;33,246;;0,42319;E;7,99;;1015,8;;70,0;;
21.02.2019;03:00;28,303; ;27,405;;30,546;;0,37998;E;7,33;;1015,9;;71,5;;
21.02.2019;04:00;28,800; ;24,068;;29,062;;0,33579;E;6,96;;1016,0;;75,2;;
21.02.2019;05:00;29,260; ;19,458;;25,812;;0,30705;E;6,86;;1016,0;;78,5;;
21.02.2019;06:00;29,662; ;36,636;;95,485;;0,31097;E;6,53;;1015,8;;81,4;;
21.02.2019;07:00;29,923; ;45,263;;132,179;;0,32896;E;6,16;;1015,9;;83,6;;
21.02.2019;08:00;30,221; ;65,901;;244,333;;0,39426;E;6,20;;1016,0;;84,3;;
21.02.2019;09:00;30,819; ;67,665;;239,967;;0,45650;E;6,85;;1016,4;;83,3;;
21.02.2019;10:00;31,150; ;39,308;;147,945;;0,49030;E;7,63;;1016,8;;79,5;;
21.02.2019;11:00;31,727; ;53,588;;151,059;;0,53489;E;8,18;;1017,3;;80,6;;
21.02.2019;12:00;32,563; ;41,802;;112,990;;0,56442;E;9,06;;1017,2;;78,3;;
21.02.2019;13:00;33,582; ;43,009;;130,015;;0,60427; ;10,28;;1017,1;;73,2;;
21.02.2019;14:00;34,249; ;46,903;;131,099;;0,62157; ;11,10;;1017,0;;71,3;;
21.02.2019;15:00;34,946; ;70,474;;206,991;;0,62945; ;11,37;;1017,1;;75,2;;
21.02.2019;16:00;35,525; ;66,575;;198,784;;0,60219; ;11,34;;1017,2;;77,2;;
21.02.2019;17:00;35,797; ;66,094;;169,311;;0,59152;E;11,74;;1017,4;;71,7;;
21.02.2019;18:00;35,971; ;65,056;;139,403;;0,59673;E;11,37;;1017,6;;74,2;;
21.02.2019;19:00;36,267; ;56,684;;137,326;;0,59836;E;10,92;;1018,2;;79,5;;
21.02.2019;20:00;37,136; ;53,575;;112,817;;0,60500; ;10,65;;1018,8;;81,6;;
21.02.2019;21:00;38,496; ;43,945;;89,588;;0,59517;E;10,12;;1019,4;;89,1;;
21.02.2019;22:00;39,307; ;35,537;;66,580;;0,58987;E;9,58;;1020,0;;93,7;;
21.02.2019;23:00;39,288; ;;*;;*;0,56035;E;9,41;;1020,5;;92,7;;
22.02.2019;00:00;39,358; ;18,571;;25,839;;0,51330;E;9,23;;1021,0;;93,8;;
22.02.2019;01:00;39,585; ;17,153;;23,284;;0,46739;E;9,01;;1021,4;;95,6;;
22.02.2019;02:00;39,785; ;15,539;;18,682;;0,42391;E;8,80;;1021,9;;96,7;;
22.02.2019;03:00;40,442; ;16,100;;25,040;;0,37383;E;8,79;;1022,6;;96,9;;
22.02.2019;04:00;41,195; ;14,588;;21,315;;0,33317;E;8,78;;1023,0;;97,2;;
22.02.2019;05:00;41,978; ;18,004;;29,182;;0,30239;E;8,78;;1023,6;;96,8;;
22.02.2019;06:00;43,128; ;31,085;;91,393;;0,28821;E;8,78;;1024,2;;96,8;;
