Lufthygienisches ‹berwachungssystem Niedersachsen;
Hannover;;Feinstaub (PM10);;Stickstoffdioxid;;Stickstoffoxide;;Ozon;;Temperatur;;Luftdruck;;Windrichtung;;Windgeschwindigkeit;;Relative Feuchte;;Regendauer;;Globalstrahlung;;
Datum;Uhrzeit;µg/m≥;Status;µg/m≥;Status;µg/m≥;Status;µg/m≥;Status;∞C;Status;hPa;Status;Grad;Status;m/s;Status;%;Status;min;Status;W/m≤;Status;
07.03.2019;18:00;6,208; ;8,122;;8,535;;79,343;;8,65;;985,9;;227,5;;1,34;;69,5;;0;;17,8;;
07.03.2019;19:00;6,212; ;9,533;;9,993;;76,714;;8,73;;986,4;;206,6;;1,62;;65,8;;0;;0,1;;
07.03.2019;20:00;6,247; ;8,953;;9,249;;73,650;;7,67;;986,9;;223,5;;1,56;;77,0;;17;;0,0;;
07.03.2019;21:00;6,281; ;6,045;;6,169;;81,338;;6,67;;987,2;;199,0;;2,26;;78,5;;13;;0,0;;
07.03.2019;22:00;6,305; ;7,019;;7,157;;76,926;;7,31;;986,9;;210,5;;1,55;;72,0;;0;;0,0;;
07.03.2019;23:00;6,336; ;7,824;;8,027;;75,517;;7,96;;986,7;;196,6;;2,16;;66,1;;0;;0,0;;
08.03.2019;00:00;6,332; ;5,806;;5,933;;79,204;;8,08;;986,5;;203,5;;1,88;;62,8;;0;;0,0;;
08.03.2019;01:00;6,244; ;5,261;;5,411;;80,383;;8,21;;986,0;;201,2;;2,36;;61,0;;0;;0,0;;
08.03.2019;02:00;6,105; ;4,711;;4,839;;80,909;;8,32;;985,7;;203,2;;2,50;;61,8;;0;;0,0;;
08.03.2019;03:00;5,970; ;4,921;;5,036;;78,144;;8,01;;985,9;;212,4;;2,06;;66,9;;0;;0,0;;
08.03.2019;04:00;5,844; ;;*;;*;;*;8,11;;985,9;;229,1;;2,56;;69,1;;0;;0,0;;
08.03.2019;05:00;5,757; ;5,794;;5,873;;69,958;;7,35;;986,6;;235,5;;2,79;;78,8;;22;;0,0;;
08.03.2019;06:00;5,676; ;5,790;;5,885;;65,539;;7,19;;987,7;;237,4;;3,00;;77,5;;0;;0,0;;
08.03.2019;07:00;5,547; ;6,307;;6,484;;65,894;;7,40;;988,9;;243,1;;2,66;;76,4;;0;;0,1;;
08.03.2019;08:00;5,408; ;6,911;;7,173;;69,290;;7,21;;990,5;;248,6;;2,45;;78,8;;8;;7,9;;
08.03.2019;09:00;5,408; ;7,633;;8,010;;70,589;;6,80;;992,3;;256,2;;2,54;;81,9;;10;;22,6;;
08.03.2019;10:00;5,408; ;;*;;*;;*;6,69;;993,8;;260,6;;2,10;;82,1;;0;;46,9;;
08.03.2019;11:00;5,449; ;;*;;*;;*;;*;;*;;*;;*;;*;12;;;*;
08.03.2019;12:00;5,517; ;;*;;*;;*;7,51;;997,8;;257,7;;1,66;;73,9;;16;;443,3;;
08.03.2019;13:00;5,831; ;5,716;;6,477;;84,090;;8,38;;998,5;;263,2;;1,89;;62,6;;0;;219,1;;
08.03.2019;14:00;6,119; ;9,047;;10,371;;82,039;;8,28;;999,5;;282,6;;1,32;;59,2;;0;;200,4;;
08.03.2019;15:00;6,376; ;7,332;;8,136;;83,811;;8,91;;1000,1;;277,4;;1,49;;54,4;;0;;189,7;;
08.03.2019;16:00;6,637; ;7,121;;8,278;;83,673;;9,02;;1000,7;;264,9;;1,59;;54,6;;0;;151,9;;
08.03.2019;17:00;6,889; ;7,123;;7,656;;83,304;;8,34;;1001,3;;259,8;;1,50;;59,5;;9;;60,6;;
08.03.2019;18:00;7,215; ;9,519;;9,950;;76,732;;6,14;;1001,8;;244,9;;1,08;;79,3;;8;;19,3;;
08.03.2019;19:00;7,802; ;17,076;;17,843;;61,458;;4,50;;1002,0;;203,3;;0,40;;87,7;;0;;0,0;;
08.03.2019;20:00;8,413; ;29,898;;30,611;;47,520;;4,31;;1002,1;;188,8;;0,70;;85,3;;0;;0,0;;
08.03.2019;21:00;8,830; ;28,417;;29,202;;48,004;;4,94;;1002,0;;181,0;;1,28;;79,6;;0;;0,0;;
08.03.2019;22:00;9,198; ;25,758;;26,702;;49,653;;5,37;;1001,4;;181,5;;1,80;;78,9;;0;;0,0;;
08.03.2019;23:00;9,651; ;26,639;;27,770;;43,934;;5,84;;1001,0;;193,4;;1,54;;79,1;;10;;0,0;;
09.03.2019;00:00;10,055; ;17,887;;18,483;;48,664;;5,24;;1000,3;;201,9;;1,18;;88,4;;13;;0,0;;
09.03.2019;01:00;10,407; ;14,470;;15,000;;53,887;;6,02;;999,2;;187,9;;1,98;;80,8;;0;;0,0;;
09.03.2019;02:00;10,750; ;12,362;;12,821;;57,857;;6,82;;998,1;;185,8;;2,63;;76,5;;0;;0,0;;
09.03.2019;03:00;11,021; ;7,399;;7,693;;66,550;;7,01;;996,7;;191,4;;2,72;;76,5;;7;;0,0;;
09.03.2019;04:00;11,255; ;7,841;;8,163;;65,334;;6,79;;995,2;;190,1;;2,35;;80,0;;13;;0,0;;
09.03.2019;05:00;11,440; ;;*;;*;;*;6,11;;994,0;;194,4;;2,18;;88,8;;58;;0,0;;
09.03.2019;06:00;11,510; ;5,597;;5,746;;66,389;;5,92;;993,3;;207,4;;1,59;;91,5;;11;;0,0;;
09.03.2019;07:00;11,514; ;5,572;;5,671;;65,281;;6,47;;993,1;;229,4;;1,88;;92,7;;21;;0,2;;
09.03.2019;08:00;11,522; ;6,394;;6,711;;68,620;;7,07;;993,8;;249,0;;2,31;;87,0;;0;;17,6;;
09.03.2019;09:00;11,523; ;6,012;;6,548;;72,887;;7,67;;994,8;;249,2;;2,09;;78,8;;0;;62,8;;
09.03.2019;10:00;11,313; ;6,922;;7,788;;73,266;;8,44;;995,3;;247,4;;2,32;;73,8;;0;;101,7;;
09.03.2019;11:00;11,142; ;6,691;;7,437;;74,601;;9,11;;995,9;;248,8;;2,75;;69,2;;0;;175,4;;
09.03.2019;12:00;11,017; ;7,604;;8,464;;72,340;;9,53;;995,9;;243,7;;2,20;;68,7;;0;;155,6;;
09.03.2019;13:00;10,872; ;7,207;;8,382;;73,260;;10,86;;995,6;;244,9;;2,47;;62,4;;0;;279,1;;
09.03.2019;14:00;10,705; ;8,093;;9,221;;71,820;;11,61;;995,0;;248,6;;2,08;;60,0;;0;;220,0;;
09.03.2019;15:00;10,612; ;8,800;;9,433;;73,827;;10,02;;994,0;;251,5;;2,15;;66,7;;28;;61,8;;
09.03.2019;16:00;10,628; ;9,429;;10,362;;68,108;;7,41;;993,0;;239,4;;1,09;;89,3;;18;;91,4;;
09.03.2019;17:00;10,514; ;10,418;;11,046;;70,004;;7,00;;991,8;;246,2;;2,11;;91,1;;38;;18,0;;
09.03.2019;18:00;10,382; ;8,819;;9,200;;75,844;;6,74;;991,6;;248,6;;2,18;;92,5;;31;;10,6;;
09.03.2019;19:00;9,863; ;5,631;;5,797;;89,494;;6,49;;992,3;;254,3;;2,71;;83,0;;3;;1,9;;
09.03.2019;20:00;9,313; ;5,032;;5,257;;89,287;;6,22;;995,2;;282,3;;2,71;;75,8;;9;;0,0;;
09.03.2019;21:00;8,958; ;4,542;;4,743;;87,438;;5,17;;997,8;;272,8;;1,80;;75,9;;0;;0,0;;
09.03.2019;22:00;8,661; ;5,175;;5,511;;82,995;;4,69;;998,9;;257,5;;1,73;;78,0;;0;;0,0;;
09.03.2019;23:00;8,327; ;6,042;;6,805;;82,141;;4,51;;999,4;;252,6;;1,76;;78,2;;0;;0,0;;
10.03.2019;00:00;8,056; ;5,512;;5,967;;83,068;;4,71;;999,7;;244,4;;1,81;;75,1;;0;;0,0;;
10.03.2019;01:00;7,944; ;6,363;;6,729;;81,076;;5,12;;999,6;;245,0;;2,04;;78,3;;0;;0,0;;
10.03.2019;02:00;7,915; ;6,631;;6,935;;78,195;;5,55;;999,6;;247,6;;1,86;;80,2;;0;;0,0;;
10.03.2019;03:00;7,946; ;6,395;;6,566;;77,071;;5,86;;999,1;;256,3;;1,72;;78,1;;0;;0,0;;
10.03.2019;04:00;8,054; ;7,308;;7,519;;73,076;;5,63;;998,4;;246,8;;1,50;;79,0;;0;;0,0;;
10.03.2019;05:00;8,150; ;6,909;;7,110;;72,978;;5,70;;997,8;;246,0;;1,29;;76,4;;0;;0,0;;
10.03.2019;06:00;8,377; ;7,361;;7,554;;69,404;;5,69;;996,9;;223,1;;0,82;;77,1;;0;;0,0;;
10.03.2019;07:00;8,709; ;9,617;;9,918;;62,042;;5,45;;995,9;;208,0;;0,58;;80,1;;0;;0,2;;
10.03.2019;08:00;9,003; ;10,300;;10,735;;62,165;;5,52;;994,8;;193,9;;0,83;;78,4;;0;;10,9;;
10.03.2019;09:00;9,206; ;10,542;;11,262;;65,049;;5,57;;993,7;;196,0;;0,96;;81,7;;11;;42,2;;
10.03.2019;10:00;9,331; ;8,686;;9,227;;73,380;;5,01;;993,0;;194,1;;1,10;;87,9;;47;;57,8;;
10.03.2019;11:00;9,477; ;9,542;;10,275;;66,057;;4,73;;991,9;;166,7;;0,63;;93,9;;48;;70,7;;
10.03.2019;12:00;9,530; ;9,471;;10,170;;67,127;;4,52;;990,5;;123,0;;0,63;;94,0;;59;;92,8;;
10.03.2019;13:00;9,542; ;13,443;;14,816;;64,868;;4,43;;989,4;;88,0;;0,59;;93,5;;57;;120,0;;
10.03.2019;14:00;9,533; ;14,820;;16,104;;62,844;;4,42;;988,0;;99,5;;0,96;;95,4;;28;;71,1;;
10.03.2019;15:00;9,458; ;17,737;;18,936;;60,569;;4,09;;986,8;;96,0;;1,12;;97,3;;60;;35,0;;
10.03.2019;16:00;9,228; ;21,368;;22,906;;59,521;;3,48;;985,9;;83,4;;1,11;;97,7;;58;;37,5;;
10.03.2019;17:00;9,065; ;19,902;;21,365;;66,868;;2,83;;985,3;;39,1;;1,72;;98,3;;53;;14,7;;
10.03.2019;18:00;8,863; ;21,816;;23,178;;64,839;;1,72;;986,8;;359,7;;1,67;;98,4;;55;;3,5;;
10.03.2019;19:00;8,804; ;18,217;;18,786;;63,285;;0,10;;989,4;;327,4;;2,12;;100,0;;60;;0,0;;
10.03.2019;20:00;8,778; ;9,422;;9,734;;70,060;;0,13;;993,7;;305,8;;1,58;;100,0;;60;;0,0;;
10.03.2019;21:00;8,793; ;7,926;;8,117;;69,671;;0,26;;995,6;;260,0;;1,10;;100,0;;29;;0,0;;
10.03.2019;22:00;8,754; ;7,099;;7,309;;72,571;;0,79;;996,8;;258,8;;1,76;;99,9;;24;;0,0;;
10.03.2019;23:00;8,662; ;;*;;*;;*;1,05;;997,8;;245,0;;1,78;;99,1;;11;;0,0;;
11.03.2019;00:00;8,528; ;6,563;;6,646;;72,626;;0,91;;998,4;;245,3;;1,54;;99,3;;60;;0,0;;
11.03.2019;01:00;8,308; ;6,198;;6,321;;74,685;;1,50;;998,6;;247,2;;1,68;;98,4;;15;;0,0;;
11.03.2019;02:00;8,029; ;5,394;;5,525;;76,932;;1,91;;998,5;;245,6;;1,76;;93,8;;0;;0,0;;
11.03.2019;03:00;7,772; ;5,220;;5,323;;76,852;;2,06;;998,3;;240,0;;1,90;;88,8;;0;;0,0;;
11.03.2019;04:00;7,523; ;7,197;;7,339;;70,148;;2,11;;998,0;;237,3;;1,78;;88,0;;0;;0,0;;
11.03.2019;05:00;7,315; ;7,286;;7,410;;71,285;;2,14;;998,0;;240,7;;1,62;;88,8;;6;;0,0;;
11.03.2019;06:00;7,017; ;4,994;;5,091;;80,503;;1,66;;998,0;;247,1;;1,66;;90,5;;6;;0,0;;
11.03.2019;07:00;6,679; ;7,173;;7,307;;74,130;;1,67;;998,0;;242,6;;1,53;;89,9;;0;;0,6;;
11.03.2019;08:00;6,389; ;10,320;;11,529;;69,017;;2,06;;998,2;;245,3;;1,54;;87,3;;0;;30,1;;
11.03.2019;09:00;6,134; ;8,533;;9,668;;71,701;;3,12;;998,5;;247,6;;1,94;;80,4;;0;;84,5;;
11.03.2019;10:00;5,908; ;8,940;;10,327;;70,634;;3,35;;998,9;;253,1;;2,19;;80,9;;0;;140,8;;
11.03.2019;11:00;5,628; ;9,932;;11,661;;68,441;;3,33;;999,5;;253,3;;1,99;;84,5;;14;;119,3;;
11.03.2019;12:00;5,403; ;9,205;;10,709;;68,880;;3,66;;1000,0;;258,2;;2,15;;84,3;;0;;190,4;;
11.03.2019;13:00;5,274; ;10,361;;12,565;;68,047;;4,36;;1000,5;;252,5;;1,84;;82,0;;0;;178,8;;
11.03.2019;14:00;5,167; ;9,535;;10,792;;69,798;;4,70;;1000,9;;252,2;;2,25;;80,6;;16;;117,6;;
11.03.2019;15:00;5,075; ;11,531;;13,290;;64,989;;2,61;;1001,2;;242,4;;1,30;;95,3;;53;;37,7;;
11.03.2019;16:00;5,096; ;12,449;;13,106;;63,996;;3,60;;1000,9;;248,3;;1,21;;95,0;;54;;25,2;;
11.03.2019;17:00;5,101; ;9,785;;10,322;;69,067;;3,69;;1001,2;;254,5;;1,62;;95,4;;20;;33,9;;
11.03.2019;18:00;5,091; ;11,149;;12,089;;67,629;;3,43;;1001,5;;250,0;;1,44;;95,5;;60;;11,2;;
11.03.2019;19:00;5,096; ;10,413;;10,721;;66,897;;3,44;;1002,5;;277,3;;1,13;;98,2;;32;;0,4;;
11.03.2019;20:00;5,088; ;12,386;;12,855;;64,021;;3,59;;1004,7;;316,4;;1,94;;97,0;;0;;0,0;;
11.03.2019;21:00;5,016; ;12,590;;12,993;;64,725;;3,56;;1006,6;;317,5;;2,12;;93,2;;0;;0,0;;
11.03.2019;22:00;5,015; ;9,975;;10,211;;66,951;;3,39;;1008,1;;296,8;;1,19;;92,8;;0;;0,0;;
11.03.2019;23:00;5,070; ;9,118;;9,468;;64,465;;3,52;;1009,0;;282,9;;0,82;;93,9;;0;;0,0;;
12.03.2019;00:00;5,178; ;;*;;*;;*;3,70;;1010,0;;278,1;;0,84;;93,8;;0;;0,0;;
12.03.2019;01:00;5,272; ;6,914;;7,126;;64,263;;3,19;;1010,5;;256,3;;0,98;;95,4;;0;;0,0;;
12.03.2019;02:00;5,418; ;6,448;;6,628;;65,120;;3,22;;1010,7;;256,9;;1,01;;96,5;;9;;0,0;;
12.03.2019;03:00;5,540; ;5,657;;5,842;;68,205;;3,66;;1010,7;;258,6;;1,13;;95,6;;0;;0,0;;
12.03.2019;04:00;5,610; ;5,319;;5,471;;68,139;;3,63;;1010,5;;256,9;;0,98;;95,1;;3;;0,0;;
12.03.2019;05:00;5,707; ;6,030;;6,208;;63,664;;2,92;;1010,4;;236,0;;0,66;;95,8;;0;;0,0;;
12.03.2019;06:00;5,958; ;11,447;;11,670;;54,241;;2,12;;1010,2;;202,2;;0,46;;96,7;;0;;0,0;;
12.03.2019;07:00;6,213; ;23,861;;24,704;;45,872;;1,72;;1009,9;;191,5;;1,05;;97,2;;0;;0,8;;
12.03.2019;08:00;6,531; ;23,939;;25,871;;45,516;;2,48;;1009,3;;185,6;;1,73;;93,1;;0;;32,3;;
12.03.2019;09:00;6,892; ;21,247;;24,337;;47,118;;3,65;;1008,7;;175,4;;1,99;;87,6;;0;;93,0;;
12.03.2019;10:00;7,126; ;14,514;;16,803;;56,454;;4,78;;1007,8;;174,2;;1,90;;80,5;;0;;135,9;;
12.03.2019;11:00;7,305; ;13,089;;15,764;;62,149;;6,50;;1006,6;;179,7;;2,49;;70,6;;0;;237,6;;
12.03.2019;12:00;7,504; ;11,235;;13,287;;64,578;;6,98;;1005,5;;188,4;;2,38;;68,4;;0;;195,2;;
12.03.2019;13:00;7,673; ;9,896;;11,535;;67,957;;7,53;;1004,2;;188,6;;2,53;;66,6;;0;;224,7;;
12.03.2019;14:00;7,815; ;11,130;;12,626;;67,754;;7,54;;1002,4;;176,2;;2,85;;64,5;;0;;147,8;;
12.03.2019;15:00;7,978; ;11,170;;12,385;;70,912;;7,60;;1000,7;;175,1;;3,09;;62,3;;0;;108,5;;
12.03.2019;16:00;8,065; ;12,101;;13,263;;69,074;;8,04;;998,8;;167,3;;2,33;;61,0;;0;;112,3;;
12.03.2019;17:00;8,202; ;13,072;;14,059;;69,240;;8,06;;996,8;;169,3;;2,70;;58,4;;0;;60,8;;
12.03.2019;18:00;8,357; ;11,710;;12,263;;74,106;;7,85;;995,0;;171,2;;3,07;;54,7;;0;;21,5;;
12.03.2019;19:00;8,520; ;14,602;;15,001;;71,757;;7,53;;993,5;;156,6;;1,86;;54,1;;0;;0,1;;
12.03.2019;20:00;8,670; ;11,391;;11,646;;77,103;;7,58;;991,3;;172,7;;3,72;;50,2;;0;;0,0;;
12.03.2019;21:00;8,765; ;9,108;;9,317;;81,530;;7,96;;990,3;;178,2;;4,50;;43,7;;0;;0,0;;
12.03.2019;22:00;8,807; ;9,470;;9,703;;80,560;;8,19;;989,0;;183,3;;3,90;;40,7;;0;;0,0;;
12.03.2019;23:00;8,820; ;9,883;;10,079;;77,612;;8,36;;987,8;;184,6;;3,75;;42,6;;0;;0,0;;
13.03.2019;00:00;8,838; ;8,423;;8,630;;75,164;;7,93;;987,3;;192,8;;2,48;;54,9;;0;;0,0;;
13.03.2019;01:00;8,796; ;;*;;*;;*;7,38;;987,7;;235,4;;2,05;;66,3;;8;;0,0;;
13.03.2019;02:00;8,654; ;4,096;;4,176;;83,083;;4,76;;989,6;;257,4;;2,05;;82,4;;5;;0,0;;
13.03.2019;03:00;8,567; ;4,467;;4,511;;82,571;;4,56;;990,6;;249,9;;1,96;;76,2;;0;;0,0;;
13.03.2019;04:00;8,497; ;4,828;;4,873;;80,383;;4,76;;990,8;;239,5;;2,11;;73,7;;0;;0,0;;
13.03.2019;05:00;8,432; ;5,179;;5,279;;77,372;;4,39;;990,6;;233,1;;1,83;;75,3;;0;;0,0;;
13.03.2019;06:00;8,308; ;6,514;;6,632;;74,518;;4,62;;990,7;;226,5;;1,67;;73,3;;0;;0,0;;
13.03.2019;07:00;8,147; ;6,374;;6,481;;76,689;;5,27;;990,7;;228,4;;1,84;;69,4;;0;;0,6;;
13.03.2019;08:00;7,924; ;7,188;;7,376;;76,012;;5,65;;990,7;;216,9;;1,56;;69,2;;0;;11,7;;
13.03.2019;09:00;7,724; ;8,231;;8,682;;75,595;;5,88;;990,6;;197,1;;2,22;;69,5;;0;;41,8;;
13.03.2019;10:00;7,720; ;9,788;;10,425;;73,783;;6,10;;990,3;;194,2;;2,48;;70,2;;1;;56,1;;
13.03.2019;11:00;7,748; ;8,524;;9,337;;74,301;;6,58;;989,9;;197,2;;2,36;;69,1;;0;;114,3;;
13.03.2019;12:00;7,703; ;7,317;;7,950;;74,315;;6,89;;989,6;;205,2;;1,85;;67,9;;0;;93,8;;
13.03.2019;13:00;7,670; ;7,366;;8,246;;73,005;;7,33;;989,4;;201,4;;2,05;;70,7;;16;;147,1;;
13.03.2019;14:00;7,456; ;7,902;;8,462;;71,317;;6,86;;989,2;;212,9;;1,92;;73,2;;0;;73,0;;
13.03.2019;15:00;7,269; ;8,162;;8,767;;70,445;;7,04;;988,4;;207,5;;1,87;;73,0;;13;;79,0;;
13.03.2019;16:00;7,064; ;9,024;;9,637;;67,915;;6,05;;988,0;;206,9;;1,80;;84,3;;57;;29,4;;
13.03.2019;17:00;6,807; ;10,295;;11,077;;65,372;;5,75;;988,0;;217,7;;1,66;;85,5;;2;;68,0;;
13.03.2019;18:00;6,612; ;12,883;;13,466;;61,576;;5,72;;987,9;;212,4;;1,34;;85,9;;21;;22,1;;
13.03.2019;19:00;6,447; ;11,705;;11,867;;64,812;;5,33;;988,2;;226,7;;1,53;;91,6;;24;;0,2;;
13.03.2019;20:00;6,272; ;10,227;;10,379;;67,252;;5,08;;988,4;;227,8;;1,48;;93,7;;57;;0,0;;
13.03.2019;21:00;6,230; ;8,533;;8,635;;71,233;;5,35;;988,6;;239,5;;2,39;;93,3;;40;;0,0;;
13.03.2019;22:00;6,300; ;7,068;;7,742;;74,839;;5,82;;989,1;;245,9;;2,11;;89,9;;15;;0,0;;
13.03.2019;23:00;6,415; ;5,589;;5,712;;77,157;;5,64;;989,9;;252,4;;2,24;;91,1;;16;;0,0;;
14.03.2019;00:00;6,602; ;4,654;;4,689;;78,303;;5,37;;990,7;;258,8;;1,97;;94,7;;46;;0,0;;
14.03.2019;01:00;6,760; ;4,371;;4,532;;78,187;;5,31;;991,7;;256,4;;1,98;;94,0;;2;;0,0;;
14.03.2019;02:00;6,940; ;;*;;*;;*;5,33;;992,7;;257,2;;1,90;;92,4;;0;;0,0;;
14.03.2019;03:00;7,140; ;4,117;;4,185;;77,868;;5,29;;993,3;;255,2;;1,94;;91,2;;4;;0,0;;
14.03.2019;04:00;7,469; ;4,967;;5,024;;76,764;;5,22;;993,6;;251,7;;1,77;;88,1;;0;;0,0;;
14.03.2019;05:00;7,813; ;6,359;;6,501;;69,816;;5,20;;993,5;;245,4;;1,62;;87,3;;0;;0,0;;
14.03.2019;06:00;8,228; ;7,756;;7,977;;63,414;;5,44;;993,2;;235,8;;1,49;;90,4;;8;;0,0;;
14.03.2019;07:00;8,732; ;8,662;;8,870;;60,369;;5,67;;992,6;;231,7;;1,58;;89,5;;3;;0,4;;
14.03.2019;08:00;9,121; ;9,298;;9,739;;61,941;;5,96;;991,9;;235,7;;1,92;;85,2;;0;;23,7;;
14.03.2019;09:00;9,471; ;9,484;;10,042;;61,730;;6,14;;991,3;;228,0;;1,45;;83,5;;4;;47,2;;
14.03.2019;10:00;9,762; ;12,553;;13,487;;58,128;;6,08;;990,2;;207,5;;1,31;;84,0;;31;;49,3;;
14.03.2019;11:00;9,804; ;15,243;;16,716;;57,368;;5,45;;988,8;;191,1;;2,03;;89,5;;56;;50,8;;
14.03.2019;12:00;9,599; ;15,010;;16,557;;55,296;;5,17;;987,2;;190,1;;2,71;;91,6;;39;;68,0;;
14.03.2019;13:00;9,283; ;12,090;;13,620;;60,194;;5,27;;985,3;;191,3;;3,09;;89,5;;22;;96,4;;
14.03.2019;14:00;9,218; ;11,143;;12,646;;60,826;;5,79;;983,3;;188,5;;3,04;;87,2;;11;;116,8;;
14.03.2019;15:00;9,101; ;11,760;;12,906;;59,780;;5,96;;981,4;;190,9;;2,70;;86,6;;38;;63,2;;
14.03.2019;16:00;9,008; ;16,229;;17,252;;55,480;;4,95;;979,9;;190,1;;2,53;;93,2;;45;;25,8;;
14.03.2019;17:00;8,961; ;14,458;;15,402;;59,723;;5,93;;978,8;;201,2;;1,80;;95,3;;37;;56,7;;
14.03.2019;18:00;8,901; ;10,401;;10,741;;71,898;;6,96;;979,0;;250,4;;2,23;;96,3;;59;;16,2;;
14.03.2019;19:00;8,787; ;6,630;;6,849;;74,953;;6,78;;980,7;;271,4;;1,87;;96,3;;56;;0,8;;
14.03.2019;20:00;8,757; ;6,487;;6,729;;81,420;;6,51;;982,9;;285,0;;2,22;;94,7;;55;;0,0;;
14.03.2019;21:00;8,816; ;6,585;;6,870;;81,197;;6,30;;984,8;;287,1;;1,94;;93,4;;11;;0,0;;
14.03.2019;22:00;8,842; ;5,085;;5,206;;83,171;;6,17;;986,3;;271,2;;1,84;;91,1;;16;;0,0;;
14.03.2019;23:00;8,894; ;5,121;;5,500;;83,499;;6,18;;987,6;;262,4;;2,08;;90,2;;0;;0,0;;
15.03.2019;00:00;8,836; ;4,811;;5,010;;82,946;;6,27;;988,7;;257,6;;1,81;;86,7;;0;;0,0;;
15.03.2019;01:00;8,912; ;4,568;;4,628;;83,257;;6,16;;989,5;;260,5;;2,10;;84,3;;0;;0,0;;
15.03.2019;02:00;9,091; ;5,360;;5,443;;81,479;;5,93;;990,0;;258,1;;1,76;;84,6;;0;;0,0;;
15.03.2019;03:00;9,265; ;;*;;*;;*;6,13;;990,4;;264,8;;1,55;;84,7;;0;;0,0;;
15.03.2019;04:00;9,333; ;5,715;;5,827;;73,682;;6,01;;990,6;;256,6;;1,78;;85,1;;0;;0,0;;
15.03.2019;05:00;9,394; ;6,410;;6,529;;68,068;;6,20;;991,0;;257,7;;1,57;;85,5;;0;;0,0;;
15.03.2019;06:00;9,376; ;8,702;;8,891;;63,055;;6,18;;991,3;;250,9;;1,79;;85,2;;0;;0,0;;
15.03.2019;07:00;9,290; ;9,609;;9,848;;61,261;;6,09;;991,5;;246,0;;1,75;;84,5;;0;;4,1;;
15.03.2019;08:00;9,242; ;11,292;;12,133;;58,166;;6,22;;991,2;;239,3;;1,47;;83,3;;0;;41,9;;
15.03.2019;09:00;9,156; ;12,462;;13,641;;57,381;;6,95;;990,8;;234,8;;1,43;;80,5;;0;;96,6;;
15.03.2019;10:00;9,103; ;11,944;;13,235;;59,647;;7,22;;990,5;;228,3;;1,46;;82,7;;33;;103,8;;
15.03.2019;11:00;9,512; ;17,767;;19,759;;51,578;;6,98;;990,2;;198,9;;1,17;;87,5;;20;;62,8;;
15.03.2019;12:00;9,923; ;17,481;;19,302;;56,226;;6,91;;989,1;;192,6;;1,60;;90,2;;36;;69,5;;
15.03.2019;13:00;10,144; ;16,882;;18,586;;60,154;;7,14;;987,9;;190,6;;2,28;;94,4;;22;;78,7;;
15.03.2019;14:00;10,209; ;15,347;;17,285;;52,960;;8,68;;987,1;;228,1;;1,89;;92,6;;9;;105,0;;
15.03.2019;15:00;10,339; ;12,268;;14,338;;53,267;;11,15;;986,4;;247,9;;2,42;;83,7;;7;;153,0;;
15.03.2019;16:00;10,457; ;7,960;;8,905;;67,232;;11,82;;986,1;;261,6;;2,41;;72,6;;0;;139,9;;
15.03.2019;17:00;10,561; ;6,776;;7,213;;76,788;;11,52;;986,4;;267,1;;2,33;;65,3;;0;;52,4;;
15.03.2019;18:00;10,616; ;6,245;;6,596;;83,839;;10,83;;986,9;;271,0;;2,06;;60,3;;0;;29,9;;
15.03.2019;19:00;10,686; ;5,289;;5,464;;88,735;;10,04;;988,0;;279,7;;2,47;;55,0;;0;;1,4;;
15.03.2019;20:00;10,715; ;5,724;;5,953;;85,116;;8,84;;989,3;;277,2;;1,99;;58,7;;0;;0,0;;
15.03.2019;21:00;10,672; ;4,998;;5,100;;84,139;;8,10;;990,4;;269,0;;1,89;;63,8;;0;;0,0;;
15.03.2019;22:00;10,656; ;5,142;;5,258;;83,233;;7,50;;991,6;;274,9;;1,81;;64,7;;0;;0,0;;
15.03.2019;23:00;10,641; ;5,058;;5,168;;81,216;;6,93;;992,4;;258,6;;1,77;;67,4;;0;;0,0;;
16.03.2019;00:00;10,691; ;5,661;;5,814;;77,820;;6,74;;993,2;;256,2;;1,77;;70,7;;0;;0,0;;
16.03.2019;01:00;10,706; ;5,708;;5,841;;76,158;;6,57;;993,8;;257,1;;1,53;;71,6;;0;;0,0;;
16.03.2019;02:00;10,635; ;5,225;;5,360;;75,343;;6,37;;994,4;;257,3;;1,70;;72,1;;0;;0,0;;
16.03.2019;03:00;10,538; ;5,268;;5,411;;73,410;;6,17;;995,0;;259,2;;1,42;;75,6;;0;;0,0;;
16.03.2019;04:00;10,369; ;;*;;*;;*;6,21;;995,2;;258,0;;1,37;;75,5;;0;;0,0;;
16.03.2019;05:00;10,130; ;4,686;;4,780;;77,087;;6,14;;995,9;;262,2;;1,61;;70,5;;0;;0,0;;
16.03.2019;06:00;9,906; ;5,470;;5,607;;75,511;;5,82;;996,1;;249,7;;1,20;;72,4;;0;;0,0;;
16.03.2019;07:00;9,667; ;6,455;;6,689;;72,142;;6,07;;996,3;;242,8;;1,40;;73,6;;0;;1,4;;
16.03.2019;08:00;9,335; ;5,835;;6,049;;79,942;;6,37;;996,6;;249,9;;1,86;;68,6;;5;;18,7;;
16.03.2019;09:00;9,025; ;6,606;;6,981;;79,194;;4,73;;997,3;;250,2;;1,33;;87,0;;60;;28,8;;
16.03.2019;10:00;8,799; ;9,312;;10,178;;69,641;;4,40;;997,2;;215,3;;0,59;;94,6;;60;;65,3;;
