Lufthygienisches ‹berwachungssystem Niedersachsen;
Hannover;;Feinstaub (PM10);;Stickstoffdioxid;;Stickstoffoxide;;Ozon;;Temperatur;;Luftdruck;;Windrichtung;;Windgeschwindigkeit;;Relative Feuchte;;Regendauer;;Globalstrahlung;;
Datum;Uhrzeit;µg/m≥;Status;µg/m≥;Status;µg/m≥;Status;µg/m≥;Status;∞C;Status;hPa;Status;Grad;Status;m/s;Status;%;Status;min;Status;W/m≤;Status;
11.02.2019;18:00;10,396; ;10,662;;11,154;;70,042;;4,81;;1008,5;;303,4;;2,02;;63,7;;0;;1,8;;
11.02.2019;19:00;10,860; ;9,474;;9,863;;73,350;;4,47;;1010,4;;302,6;;1,79;;66,3;;6;;0,0;;
11.02.2019;20:00;11,251; ;9,249;;9,590;;73,434;;4,07;;1011,7;;299,1;;1,56;;73,5;;2;;0,0;;
11.02.2019;21:00;11,580; ;8,135;;8,536;;73,545;;3,85;;1012,4;;292,5;;1,55;;72,4;;0;;0,0;;
11.02.2019;22:00;11,916; ;6,724;;6,977;;73,646;;3,59;;1013,1;;288,9;;1,33;;79,0;;0;;0,0;;
11.02.2019;23:00;12,256; ;6,295;;6,539;;72,001;;3,39;;1014,0;;280,7;;1,21;;80,0;;3;;0,0;;
12.02.2019;00:00;12,545; ;6,327;;6,591;;72,889;;3,48;;1014,5;;287,3;;1,29;;75,4;;9;;0,0;;
12.02.2019;01:00;12,570; ;5,720;;5,944;;74,328;;3,77;;1015,0;;280,0;;1,12;;68,5;;0;;0,0;;
12.02.2019;02:00;12,568; ;4,843;;5,093;;74,793;;3,69;;1015,2;;268,5;;1,40;;70,4;;0;;0,0;;
12.02.2019;03:00;12,554; ;4,836;;5,049;;73,784;;3,51;;1015,4;;266,4;;1,17;;73,7;;0;;0,0;;
12.02.2019;04:00;12,545; ;;*;;*;;*;3,40;;1015,8;;272,8;;1,33;;78,1;;0;;0,0;;
12.02.2019;05:00;12,539; ;5,007;;5,267;;69,642;;2,86;;1016,2;;279,4;;1,34;;85,0;;0;;0,0;;
12.02.2019;06:00;12,542; ;6,502;;6,863;;66,589;;2,69;;1016,7;;272,1;;1,22;;87,0;;0;;0,0;;
12.02.2019;07:00;12,524; ;9,033;;9,511;;64,856;;2,59;;1017,0;;265,4;;1,24;;87,8;;0;;0,0;;
12.02.2019;08:00;12,519; ;11,643;;12,470;;59,717;;2,61;;1017,5;;273,4;;1,15;;89,9;;0;;2,0;;
12.02.2019;09:00;12,518; ;13,510;;15,110;;58,715;;2,83;;1018,1;;277,2;;1,26;;88,8;;0;;38,4;;
12.02.2019;10:00;12,451; ;10,485;;11,944;;59,089;;3,26;;1019,0;;274,6;;1,30;;88,0;;0;;84,0;;
12.02.2019;11:00;12,305; ;10,982;;13,061;;60,166;;4,31;;1019,6;;284,3;;1,42;;82,3;;0;;168,1;;
12.02.2019;12:00;12,218; ;10,792;;13,110;;61,061;;5,50;;1020,0;;284,6;;1,40;;77,5;;0;;253,8;;
12.02.2019;13:00;12,142; ;10,573;;13,125;;63,035;;6,48;;1020,1;;284,8;;1,40;;69,2;;0;;262,4;;
12.02.2019;14:00;12,051; ;7,983;;9,728;;67,109;;6,98;;1020,1;;270,0;;1,46;;63,4;;0;;172,6;;
12.02.2019;15:00;11,986; ;11,584;;13,009;;60,613;;6,24;;1020,4;;276,4;;1,16;;69,4;;0;;102,2;;
12.02.2019;16:00;11,836; ;11,825;;12,913;;54,126;;6,22;;1020,7;;271,6;;0,99;;68,2;;0;;46,3;;
12.02.2019;17:00;11,756; ;12,942;;13,955;;49,348;;5,78;;1020,8;;251,4;;0,98;;74,6;;0;;26,9;;
12.02.2019;18:00;11,792; ;19,679;;20,413;;40,071;;5,01;;1021,0;;237,4;;0,67;;80,0;;0;;0,9;;
12.02.2019;19:00;12,025; ;25,800;;26,642;;29,816;;4,36;;1021,2;;226,9;;0,72;;84,9;;0;;0,0;;
12.02.2019;20:00;12,577; ;28,984;;29,930;;25,288;;4,23;;1021,2;;232,4;;0,89;;87,6;;0;;0,0;;
12.02.2019;21:00;13,160; ;29,856;;31,144;;24,043;;4,44;;1021,3;;237,4;;1,13;;86,6;;0;;0,0;;
12.02.2019;22:00;13,858; ;28,190;;29,130;;27,103;;4,61;;1021,3;;237,4;;1,42;;82,5;;0;;0,0;;
12.02.2019;23:00;14,604; ;36,276;;38,317;;20,437;;4,67;;1021,4;;239,1;;1,39;;82,0;;0;;0,0;;
13.02.2019;00:00;15,335; ;35,195;;36,395;;21,671;;4,91;;1021,7;;241,7;;1,29;;81,9;;0;;0,0;;
13.02.2019;01:00;15,972; ;28,582;;29,292;;28,580;;5,19;;1021,7;;242,1;;1,33;;81,3;;0;;0,0;;
13.02.2019;02:00;16,616; ;25,425;;26,148;;30,626;;5,61;;1021,9;;248,4;;1,39;;80,7;;0;;0,0;;
13.02.2019;03:00;17,277; ;21,398;;22,085;;34,293;;5,81;;1021,6;;248,5;;1,41;;82,0;;0;;0,0;;
13.02.2019;04:00;17,917; ;20,669;;21,341;;34,087;;5,70;;1021,0;;243,3;;1,23;;83,1;;0;;0,0;;
13.02.2019;05:00;18,644; ;;*;;*;;*;5,68;;1021,1;;244,8;;1,39;;83,7;;0;;0,0;;
13.02.2019;06:00;19,504; ;20,776;;21,645;;31,602;;5,33;;1021,3;;249,2;;1,40;;88,4;;0;;0,0;;
13.02.2019;07:00;20,498; ;20,334;;21,296;;31,564;;5,11;;1021,4;;246,4;;1,25;;91,7;;0;;0,0;;
13.02.2019;08:00;21,445; ;22,858;;24,229;;29,685;;5,32;;1021,6;;247,8;;1,33;;90,9;;0;;0,4;;
13.02.2019;09:00;22,347; ;25,361;;27,427;;27,469;;5,34;;1022,2;;248,1;;1,25;;90,3;;0;;5,0;;
13.02.2019;10:00;23,207; ;24,317;;27,003;;28,476;;5,15;;1022,5;;245,8;;1,30;;94,9;;0;;29,5;;
13.02.2019;11:00;23,867; ;22,406;;27,161;;32,858;;5,66;;1022,7;;248,1;;1,51;;94,3;;0;;91,7;;
13.02.2019;12:00;24,251; ;19,700;;23,605;;40,259;;6,83;;1022,7;;247,7;;1,55;;89,3;;0;;129,6;;
13.02.2019;13:00;24,613; ;22,649;;26,055;;40,217;;7,11;;1022,9;;247,4;;1,59;;86,9;;0;;65,1;;
13.02.2019;14:00;24,970; ;22,927;;26,459;;41,771;;7,51;;1022,8;;245,8;;1,59;;83,8;;0;;94,4;;
13.02.2019;15:00;25,189; ;25,913;;29,452;;40,402;;7,79;;1022,9;;255,0;;1,56;;80,1;;0;;81,6;;
13.02.2019;16:00;25,333; ;28,215;;30,795;;38,495;;7,76;;1023,0;;254,2;;1,07;;80,4;;0;;40,7;;
13.02.2019;17:00;25,271; ;25,872;;27,659;;45,347;;7,73;;1023,2;;245,3;;1,22;;80,9;;0;;14,2;;
13.02.2019;18:00;25,076; ;28,305;;29,362;;40,741;;7,38;;1023,4;;240,0;;1,02;;81,9;;0;;1,7;;
13.02.2019;19:00;24,696; ;26,131;;27,083;;43,698;;7,14;;1024,0;;243,3;;1,12;;82,4;;0;;0,0;;
13.02.2019;20:00;24,008; ;22,255;;22,965;;48,856;;7,21;;1024,0;;241,3;;1,49;;81,3;;0;;0,0;;
13.02.2019;21:00;23,369; ;16,473;;16,939;;54,798;;7,10;;1023,9;;237,2;;1,12;;82,0;;0;;0,0;;
13.02.2019;22:00;22,606; ;15,516;;17,233;;55,375;;7,20;;1023,8;;235,0;;0,87;;79,7;;0;;0,0;;
13.02.2019;23:00;21,806; ;18,410;;18,983;;50,780;;7,18;;1023,9;;245,5;;0,66;;78,3;;0;;0,0;;
14.02.2019;00:00;21,070; ;20,795;;21,439;;44,960;;6,96;;1023,8;;241,2;;0,60;;78,9;;0;;0,0;;
14.02.2019;01:00;20,446; ;18,739;;19,337;;45,411;;6,65;;1024,1;;215,1;;0,48;;79,7;;0;;0,0;;
14.02.2019;02:00;20,004; ;28,540;;29,494;;28,784;;6,05;;1024,2;;212,2;;0,42;;81,2;;0;;0,0;;
14.02.2019;03:00;19,675; ;26,895;;27,967;;27,199;;5,13;;1024,0;;193,1;;0,74;;84,6;;0;;0,0;;
14.02.2019;04:00;19,482; ;30,817;;32,103;;18,350;;4,45;;1024,1;;172,5;;0,84;;86,0;;0;;0,0;;
14.02.2019;05:00;19,282; ;36,349;;40,001;;11,470;;3,91;;1024,1;;169,1;;0,80;;87,8;;0;;0,0;;
14.02.2019;06:00;19,031; ;36,943;;41,788;;9,743;;3,34;;1024,3;;174,9;;0,96;;89,4;;0;;0,0;;
14.02.2019;07:00;18,750; ;43,095;;57,326;;4,068;;3,14;;1024,2;;163,3;;0,76;;89,3;;0;;0,0;;
14.02.2019;08:00;18,473; ;46,629;;78,654;;2,805;E;3,18;;1024,7;;151,8;;0,71;;87,6;;0;;1,5;;
14.02.2019;09:00;18,281; ;43,884;;77,444;;4,260;;3,13;;1025,1;;173,4;;1,02;;87,2;;0;;22,7;;
14.02.2019;10:00;18,051; ;36,123;;61,249;;11,565;;4,34;;1025,2;;169,3;;0,97;;81,1;;0;;48,1;;
14.02.2019;11:00;17,848; ;27,955;;42,581;;25,036;;8,11;;1025,3;;187,0;;0,95;;64,5;;0;;265,6;;
14.02.2019;12:00;17,706; ;22,008;;30,596;;36,786;;10,95;;1025,3;;182,7;;1,32;;53,1;;0;;376,7;;
14.02.2019;13:00;17,372; ;18,056;;23,549;;46,550;;12,08;;1025,0;;192,8;;1,27;;45,8;;0;;306,4;;
14.02.2019;14:00;16,964; ;17,292;;22,066;;52,270;;11,93;;1024,4;;228,4;;0,79;;41,3;;0;;130,5;;
14.02.2019;15:00;16,524; ;16,741;;20,093;;57,104;;12,04;;1024,1;;264,8;;0,91;;37,8;;0;;93,4;;
14.02.2019;16:00;16,124; ;20,965;;25,354;;52,788;;11,55;;1024,0;;264,0;;0,80;;40,1;;0;;41,7;;
14.02.2019;17:00;15,833; ;26,584;;29,415;;45,115;;10,87;;1023,8;;262,0;;0,60;;43,9;;0;;17,8;;
14.02.2019;18:00;15,646; ;42,246;;43,807;;30,092;;9,71;;1023,7;;279,9;;0,40;;49,6;;0;;1,7;;
14.02.2019;19:00;15,534; ;40,541;;42,425;;30,204;;8,92;;1023,9;;247,1;;0,38;;52,8;;0;;0,0;;
14.02.2019;20:00;15,530; ;70,035;;119,168;;6,791;;8,20;;1023,9;;191,8;;0,87;;56,2;;0;;0,0;;
14.02.2019;21:00;15,514; ;73,570;;118,471;;3,236;E;7,01;;1023,7;;188,9;;0,91;;55,2;;0;;0,0;;
14.02.2019;22:00;15,590; ;69,651;;110,580;;2,312;E;6,02;;1023,6;;175,1;;0,68;;59,7;;0;;0,0;;
14.02.2019;23:00;15,645; ;;*;;*;;*;4,76;;1023,6;;163,8;;0,91;;66,7;;0;;0,0;;
15.02.2019;00:00;15,679; ;51,643;;62,970;;3,407;E;4,35;;1023,6;;167,8;;1,19;;68,3;;0;;0,0;;
15.02.2019;01:00;15,824; ;44,551;;50,049;;6,998;;4,09;;1023,4;;168,4;;1,36;;69,6;;0;;0,0;;
15.02.2019;02:00;15,779; ;45,117;;50,784;;4,715;;3,30;;1023,4;;157,2;;0,71;;73,6;;0;;0,0;;
15.02.2019;03:00;15,571; ;40,863;;44,401;;7,320;;3,15;;1023,3;;164,6;;1,06;;74,6;;0;;0,0;;
15.02.2019;04:00;15,230; ;41,597;;48,484;;4,263;;2,91;;1023,0;;151,7;;1,00;;76,1;;0;;0,0;;
15.02.2019;05:00;14,797; ;34,805;;37,273;;9,573;;2,63;;1022,9;;143,3;;0,85;;77,3;;0;;0,0;;
15.02.2019;06:00;14,291; ;41,927;;47,988;;5,818;;2,45;;1022,7;;144,3;;0,74;;76,2;;0;;0,0;;
15.02.2019;07:00;13,749; ;48,836;;69,466;;2,091;E;2,15;;1022,6;;153,3;;1,10;;76,6;;0;;0,0;;
15.02.2019;08:00;13,224; ;49,976;;71,752;;2,882;E;1,94;;1022,6;;164,5;;1,27;;76,8;;0;;1,4;;
15.02.2019;09:00;12,830; ;58,424;;126,126;;2,084;E;3,06;;1022,9;;154,4;;0,89;;71,9;;0;;18,9;;
15.02.2019;10:00;12,493; ;53,248;;102,316;;8,858;;5,36;;1023,0;;151,0;;1,01;;64,2;;0;;42,5;;
15.02.2019;11:00;12,098; ;35,241;;49,952;;27,286;;9,05;;1022,9;;150,3;;0,99;;53,2;;0;;272,6;;
15.02.2019;12:00;11,778; ;25,433;;33,108;;42,368;;12,93;;1022,7;;151,9;;0,89;;42,9;;0;;398,8;;
15.02.2019;13:00;11,636; ;21,888;;27,496;;50,451;;14,20;;1022,2;;147,8;;0,89;;39,9;;0;;309,8;;
15.02.2019;14:00;11,576; ;18,342;;22,141;;59,493;;14,27;;1021,7;;159,6;;1,18;;39,7;;0;;131,7;;
15.02.2019;15:00;11,591; ;16,890;;19,834;;61,142;;14,48;;1021,0;;162,5;;1,22;;39,3;;0;;101,3;;
15.02.2019;16:00;11,607; ;20,355;;22,735;;58,171;;14,27;;1020,4;;151,2;;0,92;;38,8;;0;;40,8;;
15.02.2019;17:00;11,651; ;32,063;;34,868;;42,625;;13,28;;1019,7;;121,1;;0,67;;44,1;;0;;17,8;;
15.02.2019;18:00;11,718; ;57,322;;62,674;;18,591;;11,79;;1019,3;;137,9;;0,48;;49,4;;0;;1,8;;
15.02.2019;19:00;11,722; ;52,299;;58,815;;23,131;;11,04;;1019,1;;132,7;;0,74;;49,1;;0;;0,0;;
15.02.2019;20:00;11,645; ;34,702;;35,973;;37,694;;10,23;;1018,7;;149,7;;0,94;;51,6;;0;;0,0;;
15.02.2019;21:00;11,694; ;40,161;;41,776;;29,784;;9,31;;1018,2;;148,7;;0,95;;54,5;;0;;0,0;;
15.02.2019;22:00;11,701; ;30,185;;31,119;;37,613;;9,16;;1017,8;;153,7;;1,09;;54,5;;0;;0,0;;
15.02.2019;23:00;11,746; ;31,715;;32,840;;31,136;;7,88;;1017,4;;146,3;;0,83;;59,6;;0;;0,0;;
16.02.2019;00:00;11,720; ;;*;;*;;*;7,72;;1017,0;;145,5;;0,85;;59,4;;0;;0,0;;
16.02.2019;01:00;11,560; ;25,293;;25,941;;37,375;;6,82;;1016,6;;138,0;;0,57;;61,1;;0;;0,0;;
16.02.2019;02:00;11,332; ;19,808;;20,408;;45,562;;6,64;;1016,2;;163,2;;1,28;;59,1;;0;;0,0;;
16.02.2019;03:00;11,093; ;18,932;;19,490;;47,663;;6,43;;1015,8;;169,1;;0,89;;57,7;;0;;0,0;;
16.02.2019;04:00;10,833; ;14,759;;15,161;;52,560;;7,18;;1015,3;;161,5;;1,31;;52,8;;0;;0,0;;
16.02.2019;05:00;10,641; ;20,985;;21,508;;44,628;;6,53;;1014,9;;159,1;;1,24;;55,0;;0;;0,0;;
16.02.2019;06:00;10,456; ;17,082;;17,585;;48,015;;6,08;;1014,6;;165,2;;1,30;;56,1;;0;;0,0;;
16.02.2019;07:00;10,260; ;17,041;;17,526;;46,694;;5,95;;1014,5;;165,4;;1,50;;56,7;;0;;0,0;;
16.02.2019;08:00;10,124; ;23,524;;24,295;;42,038;;5,46;;1014,6;;170,9;;1,44;;58,0;;0;;1,7;;
16.02.2019;09:00;9,801; ;25,410;;27,774;;42,366;;7,36;;1014,8;;171,0;;1,47;;50,3;;0;;17,8;;
16.02.2019;10:00;9,497; ;22,150;;25,955;;45,186;;9,14;;1014,8;;176,0;;1,46;;46,2;;0;;38,2;;
16.02.2019;11:00;9,378; ;16,949;;21,221;;51,714;;12,06;;1014,6;;188,6;;2,13;;39,0;;0;;275,6;;
16.02.2019;12:00;9,350; ;16,862;;21,370;;53,760;;14,81;;1014,9;;188,9;;1,79;;33,5;;0;;401,9;;
16.02.2019;13:00;9,394; ;17,450;;22,107;;54,670;;15,73;;1014,8;;196,1;;1,34;;32,9;;0;;323,9;;
16.02.2019;14:00;9,519; ;17,438;;21,623;;55,902;;15,62;;1014,4;;196,7;;1,26;;34,4;;0;;152,2;;
16.02.2019;15:00;9,685; ;17,723;;21,006;;57,483;;15,71;;1013,8;;185,8;;1,38;;35,4;;0;;116,3;;
16.02.2019;16:00;9,878; ;19,697;;22,352;;55,961;;15,42;;1013,6;;192,5;;1,40;;36,1;;0;;52,4;;
16.02.2019;17:00;10,223; ;24,536;;26,784;;51,627;;14,70;;1013,4;;214,9;;0,62;;38,9;;0;;27,8;;
16.02.2019;18:00;10,582; ;30,620;;32,678;;47,741;;12,91;;1013,5;;229,6;;0,44;;43,7;;0;;3,1;;
16.02.2019;19:00;11,357; ;57,171;;59,622;;23,814;;11,22;;1013,8;;189,0;;0,64;;47,7;;0;;0,0;;
16.02.2019;20:00;12,094; ;56,788;;59,181;;21,839;;10,22;;1013,9;;192,3;;0,89;;50,4;;0;;0,0;;
16.02.2019;21:00;12,531; ;40,284;;41,774;;31,334;;9,71;;1013,9;;206,9;;0,64;;53,6;;0;;0,0;;
16.02.2019;22:00;13,129; ;36,572;;37,901;;28,213;;8,90;;1014,0;;202,4;;0,74;;58,9;;0;;0,0;;
16.02.2019;23:00;13,742; ;45,268;;47,314;;17,979;;8,51;;1014,1;;189,3;;0,70;;61,3;;0;;0,0;;
17.02.2019;00:00;14,415; ;50,361;;72,786;;10,273;;7,44;;1014,0;;179,4;;1,07;;65,9;;0;;0,0;;
17.02.2019;01:00;15,050; ;;*;;*;;*;6,39;;1014,1;;170,8;;0,97;;70,3;;0;;0,0;;
17.02.2019;02:00;15,770; ;43,412;;54,060;;4,678;;5,08;;1014,1;;167,0;;1,08;;76,3;;0;;0,0;;
17.02.2019;03:00;16,547; ;35,361;;37,603;;10,302;;4,22;;1014,1;;167,2;;0,88;;80,3;;0;;0,0;;
17.02.2019;04:00;17,366; ;35,921;;37,902;;10,415;;4,38;;1013,7;;166,9;;1,09;;79,7;;0;;0,0;;
17.02.2019;05:00;18,177; ;41,306;;45,067;;4,909;;4,13;;1013,4;;156,3;;0,80;;80,3;;0;;0,0;;
17.02.2019;06:00;19,030; ;42,931;;48,112;;3,672;E;3,72;;1013,2;;154,0;;0,97;;81,7;;0;;0,0;;
17.02.2019;07:00;19,875; ;39,835;;42,879;;5,262;;3,23;;1013,0;;146,7;;0,73;;83,3;;0;;0,0;;
17.02.2019;08:00;20,673; ;37,312;;40,486;;8,136;;3,12;;1013,0;;138,3;;0,59;;83,0;;0;;2,3;;
17.02.2019;09:00;21,451; ;33,019;;40,192;;14,127;;4,12;;1013,1;;147,8;;0,91;;78,5;;0;;35,9;;
17.02.2019;10:00;22,135; ;26,378;;33,994;;25,007;;6,67;;1013,0;;149,9;;1,04;;68,5;;0;;60,0;;
17.02.2019;11:00;22,868; ;24,491;;33,028;;29,632;;9,30;;1012,7;;144,5;;0,91;;59,6;;0;;238,4;;
17.02.2019;12:00;23,549; ;23,705;;32,652;;34,304;;12,20;;1012,4;;144,8;;0,92;;51,6;;0;;376,1;;
17.02.2019;13:00;24,164; ;22,425;;29,001;;43,020;;13,97;;1011,8;;153,5;;1,21;;45,7;;0;;322,1;;
17.02.2019;14:00;24,693; ;22,258;;28,247;;45,021;;13,75;;1011,2;;144,0;;0,94;;46,6;;0;;162,7;;
17.02.2019;15:00;25,137; ;23,066;;28,035;;45,803;;14,16;;1010,5;;149,4;;0,87;;45,8;;0;;128,6;;
17.02.2019;16:00;25,518; ;22,445;;25,562;;46,924;;13,98;;1010,0;;151,0;;0,92;;45,2;;0;;69,8;;
17.02.2019;17:00;25,681; ;26,694;;28,752;;42,214;;13,12;;1009,6;;146,6;;0,59;;48,1;;0;;37,4;;
17.02.2019;18:00;25,776; ;38,889;;40,159;;31,887;;11,64;;1009,5;;149,8;;0,35;;52,2;;0;;4,5;;
17.02.2019;19:00;25,649; ;51,491;;54,313;;19,981;;10,15;;1009,4;;142,5;;0,47;;57,2;;0;;0,0;;
17.02.2019;20:00;25,391; ;48,960;;51,126;;20,621;;9,03;;1009,3;;131,5;;0,47;;60,5;;0;;0,0;;
17.02.2019;21:00;25,351; ;50,985;;53,413;;19,020;;8,41;;1009,3;;145,5;;0,67;;61,1;;0;;0,0;;
17.02.2019;22:00;25,033; ;28,819;;29,671;;43,432;;8,12;;1009,3;;164,3;;1,15;;58,4;;0;;0,0;;
17.02.2019;23:00;24,574; ;22,834;;23,448;;50,767;;7,90;;1009,3;;169,0;;1,04;;56,7;;0;;0,0;;
18.02.2019;00:00;24,096; ;23,735;;24,339;;49,007;;7,62;;1009,3;;176,5;;1,00;;57,0;;0;;0,0;;
18.02.2019;01:00;23,689; ;32,876;;33,607;;39,681;;7,02;;1009,4;;154,4;;0,64;;59,5;;0;;0,0;;
18.02.2019;02:00;23,202; ;;*;;*;;*;6,95;;1009,4;;126,8;;0,51;;58,7;;0;;0,0;;
18.02.2019;03:00;22,691; ;23,761;;24,451;;43,628;;6,61;;1009,2;;158,5;;0,90;;59,1;;0;;0,0;;
18.02.2019;04:00;22,122; ;22,952;;23,725;;46,078;;6,89;;1009,0;;176,8;;1,36;;57,3;;0;;0,0;;
18.02.2019;05:00;21,558; ;30,403;;31,172;;39,467;;7,02;;1008,9;;183,6;;1,79;;56,5;;0;;0,0;;
18.02.2019;06:00;21,063; ;35,769;;37,052;;32,312;;6,45;;1008,9;;174,5;;1,33;;59,3;;0;;0,0;;
18.02.2019;07:00;20,595; ;36,748;;38,688;;26,587;;5,29;;1008,9;;156,7;;1,15;;65,1;;0;;0,0;;
18.02.2019;08:00;20,366; ;52,631;;63,598;;9,299;;4,92;;1009,0;;150,3;;0,85;;67,7;;0;;2,4;;
18.02.2019;09:00;20,194; ;55,105;;91,005;;6,349;;5,30;;1009,2;;142,3;;0,54;;67,8;;0;;22,6;;
18.02.2019;10:00;20,112; ;43,661;;63,680;;17,971;;7,05;;1009,0;;144,1;;0,84;;61,7;;0;;52,1;;
18.02.2019;11:00;19,973; ;28,125;;36,229;;36,306;;10,18;;1008,7;;157,4;;1,06;;51,9;;0;;261,2;;
18.02.2019;12:00;19,836; ;24,073;;31,363;;41,483;;13,08;;1008,3;;163,2;;1,13;;45,2;;0;;394,9;;
18.02.2019;13:00;19,681; ;21,316;;26,792;;49,909;;14,52;;1007,7;;158,5;;1,21;;41,2;;0;;341,0;;
18.02.2019;14:00;19,532; ;21,843;;26,602;;53,324;;15,10;;1007,0;;148,3;;0,89;;40,0;;0;;171,3;;
18.02.2019;15:00;19,440; ;22,227;;26,221;;52,576;;15,51;;1006,2;;159,2;;0,88;;40,5;;0;;121,8;;
18.02.2019;16:00;19,396; ;23,138;;26,263;;50,876;;15,02;;1005,7;;156,5;;0,88;;42,5;;0;;51,7;;
18.02.2019;17:00;19,422; ;31,195;;33,986;;42,806;;14,19;;1005,2;;158,7;;0,82;;45,0;;0;;23,3;;
18.02.2019;18:00;19,502; ;54,900;;60,845;;20,920;;12,42;;1004,7;;136,5;;0,42;;49,4;;0;;3,0;;
18.02.2019;19:00;19,385; ;45,245;;47,063;;28,927;;10,58;;1004,4;;151,0;;0,67;;54,3;;0;;0,0;;
18.02.2019;20:00;19,481; ;34,641;;35,695;;39,002;;9,95;;1004,0;;163,0;;1,29;;54,8;;0;;0,0;;
18.02.2019;21:00;19,530; ;39,345;;40,533;;35,377;;8,94;;1004,0;;147,0;;0,59;;56,5;;0;;0,0;;
18.02.2019;22:00;19,555; ;28,154;;29,190;;52,860;;9,51;;1004,0;;213,3;;1,46;;52,3;;0;;0,0;;
18.02.2019;23:00;19,686; ;30,293;;30,927;;48,814;;9,07;;1003,8;;181,1;;1,65;;55,2;;0;;0,0;;
19.02.2019;00:00;19,872; ;35,424;;36,170;;36,935;;7,97;;1003,7;;180,2;;1,28;;60,9;;0;;0,0;;
19.02.2019;01:00;19,922; ;27,461;;28,095;;42,204;;7,64;;1003,5;;190,5;;0,76;;61,0;;0;;0,0;;
19.02.2019;02:00;19,908; ;20,339;;20,880;;49,886;;8,05;;1003,5;;226,7;;0,80;;59,5;;0;;0,0;;
19.02.2019;03:00;19,871; ;;*;;*;;*;8,50;;1003,4;;215,0;;0,75;;58,9;;0;;0,0;;
19.02.2019;04:00;19,884; ;15,273;;15,750;;57,305;;8,83;;1002,9;;245,6;;1,26;;60,4;;0;;0,0;;
19.02.2019;05:00;19,968; ;15,703;;16,283;;54,043;;8,64;;1003,0;;243,4;;1,36;;62,8;;0;;0,0;;
19.02.2019;06:00;20,262; ;18,424;;19,296;;46,195;;8,17;;1003,1;;240,0;;1,48;;67,3;;0;;0,0;;
19.02.2019;07:00;21,039; ;20,427;;22,519;;41,499;;7,94;;1003,6;;242,7;;1,31;;73,2;;5;;0,0;;
19.02.2019;08:00;21,469; ;19,215;;20,274;;45,147;;7,42;;1004,2;;237,4;;1,07;;78,4;;0;;2,7;;
19.02.2019;09:00;21,743; ;19,412;;20,839;;44,474;;7,09;;1004,6;;229,2;;1,02;;80,1;;0;;27,9;;
19.02.2019;10:00;21,714; ;14,584;;15,935;;56,109;;7,40;;1005,1;;239,5;;1,56;;78,7;;0;;44,4;;
19.02.2019;11:00;21,759; ;13,944;;16,041;;55,758;;8,02;;1005,5;;243,5;;1,49;;74,6;;0;;134,0;;
19.02.2019;12:00;21,766; ;12,057;;14,804;;58,916;;9,36;;1005,7;;240,1;;1,79;;66,2;;0;;302,2;;
19.02.2019;13:00;21,644; ;10,568;;12,003;;65,990;;9,21;;1005,7;;247,5;;2,04;;62,2;;0;;177,7;;
19.02.2019;14:00;21,396; ;9,523;;10,900;;69,998;;9,62;;1005,5;;245,6;;2,12;;61,5;;0;;181,2;;
19.02.2019;15:00;21,052; ;9,814;;10,890;;70,212;;9,74;;1005,4;;243,8;;1,85;;60,6;;0;;138,7;;
19.02.2019;16:00;20,625; ;10,307;;11,007;;71,249;;9,56;;1005,4;;245,0;;1,99;;59,0;;0;;52,9;;
19.02.2019;17:00;20,159; ;11,978;;12,887;;68,252;;9,09;;1005,5;;248,9;;1,84;;61,1;;0;;33,7;;
19.02.2019;18:00;19,610; ;13,499;;14,230;;64,483;;8,58;;1005,9;;252,3;;1,63;;66,9;;12;;4,4;;
19.02.2019;19:00;19,137; ;13,091;;13,622;;59,347;;6,75;;1006,5;;266,6;;1,28;;86,0;;17;;0,0;;
19.02.2019;20:00;18,412; ;11,561;;12,116;;62,117;;6,08;;1007,1;;262,1;;1,13;;87,7;;0;;0,0;;
19.02.2019;21:00;17,808; ;13,942;;14,460;;51,881;;6,15;;1007,6;;255,0;;0,89;;88,5;;0;;0,0;;
19.02.2019;22:00;17,366; ;11,900;;12,396;;52,846;;6,26;;1007,8;;256,8;;0,66;;87,8;;0;;0,0;;
19.02.2019;23:00;16,889; ;14,323;;14,954;;46,161;;6,31;;1008,0;;250,6;;0,78;;86,8;;0;;0,0;;
20.02.2019;00:00;16,368; ;13,066;;13,599;;49,679;;6,59;;1008,2;;243,0;;0,86;;82,1;;0;;0,0;;
20.02.2019;01:00;15,965; ;11,421;;11,854;;56,918;;6,73;;1008,5;;249,3;;1,30;;77,2;;0;;0,0;;
20.02.2019;02:00;15,735; ;10,995;;11,597;;56,544;;6,50;;1008,8;;243,3;;1,15;;77,7;;0;;0,0;;
20.02.2019;03:00;15,562; ;11,074;;11,499;;54,322;;6,08;;1008,8;;224,4;;0,85;;79,1;;0;;0,0;;
20.02.2019;04:00;15,444; ;;*;;*;;*;5,87;;1008,7;;233,7;;1,01;;80,0;;0;;0,0;;
20.02.2019;05:00;15,256; ;10,941;;11,381;;53,967;;5,74;;1008,7;;231,0;;0,82;;81,8;;0;;0,0;;
20.02.2019;06:00;14,816; ;11,055;;11,534;;54,978;;5,55;;1008,8;;233,7;;1,23;;82,2;;0;;0,0;;
20.02.2019;07:00;13,925; ;13,977;;14,556;;52,241;;5,64;;1008,8;;233,9;;1,01;;80,6;;0;;0,0;;
