Datum;Uhrzeit;Braunschweig_VS;Goettingen_VS;Hannover_VS;Osnabrueck_VS;Oldenburg_VS;Hannover;Jadebusen;Osnabrueck;Ostfriesische_Inseln;Ostfriesland
22.03.23;10:00;26,617;18,029;28,101;29,947;30,562;8,881;7,425;10,042;6,652;9,54
22.03.23;11:00;25,998;12,846;23,13;25,426;29,967;8,145;5,742;9,684;6,21;8,999
22.03.23;12:00;25,765;11,891;26,183;29,151;22,203;5,679;4,675;9,289;6,344;14,156
22.03.23;13:00;19,898;12,333;29,715;25,601;22,875;5,559;5,056;6,51;6,678;17,557
22.03.23;14:00;25,591;17,007;33,182;27,94;27,556;4,582;5,955;7,379;6,513;18,998
22.03.23;15:00;20,561;11,456;37,448;31,827;27,979;5,527;6,354;8,276;12,662;18,717
22.03.23;16:00;32,64;15,102;48,231;27,515;27,766;7,072;6,497;8,577;7,101;17,57
22.03.23;17:00;33,57;20,931;47,734;34,081;30,487;6,911;6,52;9,809;7,345;16,067
22.03.23;18:00;37,357;37,752;40,563;36,335;26,943;6,393;6,37;10,778;7,464;14,708
22.03.23;19:00;31,092;20,934;38,258;32,406;26,199;5,748;6,574;10,239;8,157;21,988
22.03.23;20:00;30,331;13,269;31,82;32,29;26,471;8,872;6,169;10,718;7,415;20,068
22.03.23;21:00;35,731;22,273;26,454;21,964;21,098;11,018;6,014;9,91;6,948;9,141
22.03.23;22:00;32,124;27,518;25,968;17,741;24,737;11,893;6,031;8,415;6,689;7,574
22.03.23;23:00;20,911;15,042;15,108;18,367;19,073;5,148;5,551;7,898;6,18;7,865
23.03.23;00:00;13,563;7,396;10,221;13,084;15,667;5,702;4,65;7,771;5,82;9,385
23.03.23;01:00;11,275;9,798;8,486;10,908;13,55;7,312;;;3,413;15,103
23.03.23;02:00;17,128;6,61;;;;4,608;3,166;6,173;3,379;7,236
23.03.23;03:00;;7,894;6,599;7,288;10,626;3,782;3,725;5,78;4,356;5,86
23.03.23;04:00;11,351;6,122;7,823;9,12;10,134;5,645;3,532;6,839;4,924;9,436
23.03.23;05:00;7,685;;8,652;11,658;11,161;;3,492;7,342;3,91;
23.03.23;06:00;19,941;14,105;14,542;16,812;12,138;7,925;4,145;7,328;3,581;6,96
23.03.23;07:00;27,795;27,219;36,703;26,819;19,991;9,902;4,515;7,585;3,371;5,747
23.03.23;08:00;37,265;47,611;27,902;33,426;31,708;9,228;3,389;9,605;3,093;9,26
23.03.23;09:00;37,336;22,005;30,04;24,135;36,688;7,824;3,796;10,171;4,632;9,546
23.03.23;10:00;26,773;18,919;22,437;29,06;35,473;5,558;3,429;10,169;3,141;9,265
23.03.23;11:00;24,089;13,106;28,368;32,229;33,489;4,581;3,752;10,405;4,48;8,034
23.03.23;12:00;23,346;12,49;28,01;47,464;31,638;5,152;3,638;8,567;4,432;7,65
23.03.23;13:00;20,968;13,1;28,667;34,536;26,805;4,353;3,154;7,598;3,618;6,247
23.03.23;14:00;21,168;8,548;42,276;33,993;25,426;6,452;3,105;5,641;3,141;6,638
23.03.23;15:00;26,175;8,606;46,127;30,169;22,288;5,072;3,702;6,142;4,38;7,761
23.03.23;16:00;21,714;11,359;38,061;34,099;25,606;5,482;3,199;8,012;3,076;7,918
23.03.23;17:00;34,169;11,65;32,814;38,379;41,473;6,549;3,682;10,756;2,845;5,15
23.03.23;18:00;38,545;16,876;31,026;65,05;49,78;9,278;4,117;14,089;2,901;5,498
23.03.23;19:00;37,15;27,629;42,924;43,753;48,762;10,609;5,188;12,598;3,565;8,455
23.03.23;20:00;37,574;29,209;42,219;43,997;35,331;11,219;6,956;11,954;5,465;9,041
23.03.23;21:00;36,386;18,569;27,68;36,477;30,603;13,6;6,495;14,507;4,133;11,861
23.03.23;22:00;35,819;22,486;27,167;31,202;26,105;13,622;8,713;14,278;6,195;13,506
23.03.23;23:00;25,072;18,178;18,812;19,726;30,502;9,534;7,512;12,749;;10,323
24.03.23;00:00;19,52;9,446;11,909;12,652;26,566;8,461;7,395;9,468;5,708;9,482
24.03.23;01:00;12,407;7,117;8,916;11,545;18,426;5,373;8,755;5,852;5,27;12,089
24.03.23;02:00;8,236;7,135;5,785;8,824;14,489;5,833;;;4,821;6,988
24.03.23;03:00;8,09;6,439;;;;6,036;6,274;4,977;3,621;4,922
24.03.23;04:00;;5,645;6,866;8,091;11,099;5,32;5,223;4,727;3,051;5,101
24.03.23;05:00;8,775;6,121;7,827;9,549;11,829;6,275;4,294;4,582;2,694;4,389
24.03.23;06:00;15,01;13,645;17,054;13,294;12,245;7,375;3,934;5,292;3,029;4,768
24.03.23;07:00;20,034;29,771;24,097;18,509;14,502;9,779;3,272;6,513;3,795;5,627
24.03.23;08:00;29,665;38,156;27,568;34,777;21,806;7,366;3,806;5,182;5,153;9,251
24.03.23;09:00;29,918;18,047;37,332;30,941;25,306;5,324;4,548;5,704;6,265;9,939
24.03.23;10:00;21,52;20,386;32,015;45,198;26,587;4,711;4,246;5,866;5,348;8,971
24.03.23;11:00;17,505;16,82;29,666;27,997;28,296;4,072;4,457;6,397;6,887;6,857
24.03.23;12:00;16,907;16,7;36,797;28,658;23,313;4,617;3,676;6,318;4,364;7,267
24.03.23;13:00;19,03;18,792;36,613;30,004;23,646;4,878;3,856;6,425;4,666;5,306
24.03.23;14:00;16,688;15,418;33,93;31,98;21,949;3,968;3,469;6,796;3,548;7,843
24.03.23;15:00;20,568;11,491;40,76;35,789;24,846;4,722;3,182;7,159;3,488;6,851
24.03.23;16:00;26,728;8,13;37,571;40,06;22,983;5,641;3,124;8,583;3,978;5,711
24.03.23;17:00;23,726;12,403;51,333;40,492;22,254;5,713;2,996;10,424;3,04;5,734
24.03.23;18:00;28,06;20,447;35,489;41,195;24,649;6,555;2,9;10,929;3,008;5,16
24.03.23;19:00;26,791;22,208;54,299;38,168;28,928;7,242;3,862;10,103;4,412;6,133
24.03.23;20:00;42,078;47,064;38,747;47,968;32,407;7,4;6,26;9,014;4,03;7,738
24.03.23;21:00;39,147;21,245;27,674;36,636;31,848;8,912;5,924;11,767;7,569;8,332
24.03.23;22:00;22,738;25,755;24,09;27,388;30,468;9,233;6,173;11,517;5,395;6,505
24.03.23;23:00;22,913;;17,966;23,481;28,719;;6,196;12,221;5,682;
25.03.23;00:00;14,511;16,983;8,935;25,748;32,567;7,175;5,845;12,274;;12,469
25.03.23;01:00;9,605;10,624;7,586;17,036;20,249;5,631;5,903;10,723;4,919;8,025
25.03.23;02:00;18,855;7,523;7,157;12,742;15,676;5,268;5,841;8,266;4,401;7,476
25.03.23;03:00;9,95;6,01;6,644;9,645;16,012;4,178;;;3,591;5,708
25.03.23;04:00;8,191;6,342;;;;4,06;4,412;4,53;3,493;4,086
25.03.23;05:00;;9,614;6,098;6,257;11,293;3,18;2,866;5,48;3,843;4,034
25.03.23;06:00;6,731;13,633;10,31;10,193;12,288;3,759;3,28;4,921;3,766;7,432
25.03.23;07:00;10,18;9,449;10,996;11,978;14,461;3,42;3,493;4,566;3,925;6,899
25.03.23;08:00;15,945;9,922;16,372;9,997;11,763;3,626;3,578;4,834;3,775;5,994
25.03.23;09:00;17,621;6,14;17,045;12,66;13,655;3,582;3,337;6,185;4,805;5,82
25.03.23;10:00;13,9;6,882;16,113;13,419;22,678;4,12;3,42;5,483;4,562;5,758
25.03.23;11:00;18,727;7,191;22,323;14,308;25,379;4,451;3,363;5,125;3,62;5,529
25.03.23;12:00;16,038;8,428;25,083;21,653;26,876;4,43;3,699;5,736;3,796;5,447
25.03.23;13:00;17,017;6,382;29,033;20,307;21,908;4,218;3,489;5,942;3,128;4,35
25.03.23;14:00;13,645;9,686;25,452;24,397;21,484;4,694;2,734;6,374;2,555;4,023
25.03.23;15:00;13,297;6,691;28,204;31,982;23,112;4,49;2,958;7,021;2,563;3,191
25.03.23;16:00;15,234;6,671;32,47;28,713;21,847;5,802;3,026;7,342;3,124;3,836
25.03.23;17:00;16,639;6,655;38,105;20,461;23,23;6,084;2,907;5,428;3,031;3,402
25.03.23;18:00;21,428;7,706;35,285;18,232;19,35;5,914;3,098;5,757;2,976;3,241
25.03.23;19:00;22,301;9,976;28,08;20,372;24,539;4,995;2,98;4,7;2,59;3,219
25.03.23;20:00;17,157;10,074;21,733;18,744;20,774;4,359;2,646;4,862;2,366;2,936
25.03.23;21:00;13,411;8,548;22,64;18,56;20,225;4,459;2,6;4,709;2,857;2,225
25.03.23;22:00;10,786;7,383;19,086;18,467;17,882;5,063;2,477;5,512;3,551;3,295
25.03.23;23:00;9,151;7,601;15,789;18,874;18,347;4,569;2,746;5,421;2,799;6,092
26.03.23;00:00;8,316;;16,485;17,885;22,849;;2,393;6,719;2,317;
26.03.23;01:00;6,484;8,877;15,34;12,001;24,687;4,319;2,242;5,906;;4,83
26.03.23;02:00;;;;;;;;;;
26.03.23;03:00;5,937;9,54;10,8;11,706;19,069;3,406;2,818;5,653;1,717;2,677
26.03.23;04:00;5,878;8,431;8,069;15,155;22,149;3,252;;;2,43;2,673
26.03.23;05:00;5,763;7,988;;;;2,977;2,375;6,694;2,777;2,918
26.03.23;06:00;7,65;13,683;11,171;23,064;13,872;3,633;2,684;11,107;1,6;3,431
26.03.23;07:00;8,205;14,796;13,502;22,774;17,643;4,388;2,353;10,866;1,323;5,053
26.03.23;08:00;10,41;20,413;18,763;22,485;13,514;4,62;1,846;13,075;1,161;6,095
26.03.23;09:00;10,824;25,671;18,997;21,918;13,231;4,651;2,414;13,299;1,475;3,387
26.03.23;10:00;13,224;20,538;22,916;15,373;12,423;4,24;2,926;9,253;1,365;2,547
26.03.23;11:00;15,83;15,386;20,072;11,224;10,517;3,613;2,978;6,406;1,169;2,592
26.03.23;12:00;19,049;18,647;21,082;12,482;13,392;7,047;2,01;6,847;1,507;2,469
26.03.23;13:00;21,076;18,066;28,96;9,353;14,712;5,437;1,772;7,003;1,123;1,848
26.03.23;14:00;23,032;34,228;26,535;11,015;10,495;5,272;2,21;6,258;1,513;2,105
26.03.23;15:00;16,294;30,853;20,166;9,635;12,106;8,217;2,135;6,053;1,523;2,293
26.03.23;16:00;19,769;24,408;18,012;10,19;11,362;7,296;2,403;5,779;1,448;2,652
26.03.23;17:00;20,933;28,636;16,278;14,859;13,012;6,551;2,253;6,597;1,364;2,894
26.03.23;18:00;15,912;33,017;17,139;15,774;10,661;7,295;1,676;6,892;1,272;3,467
26.03.23;19:00;19,527;25,907;20,729;18,33;8,985;7,537;2,623;7,564;1,111;4,457
26.03.23;20:00;22,348;23,149;16,926;16,336;13,496;6,957;1,882;7,277;1,155;6,007
26.03.23;21:00;18,552;15,048;15,915;18,523;14,866;6,642;1,869;7,314;1,297;6,067
26.03.23;22:00;11,918;11,189;16,821;21,992;17,127;6,253;2,559;7,204;1,548;3,619
26.03.23;23:00;;7,923;13,408;20,408;14,143;7,699;1,84;8,604;1,103;3,779
27.03.23;00:00;11,904;5,005;10,558;18,245;12,405;5,567;2,547;8,424;1,315;3,262
27.03.23;01:00;10,435;;7,455;14,71;10,228;;2,358;11,886;1,574;
27.03.23;02:00;10,493;3,622;5,998;13,466;9,747;4,334;1,851;16,905;;3,761
27.03.23;03:00;7,113;3,879;10,547;12,756;7,846;7,1;2,17;5,567;1,521;1,888
27.03.23;04:00;8,725;4,445;17,291;17,565;9,376;7,405;1,426;8,053;1,704;3,022
27.03.23;05:00;18,495;16,976;42,132;27,377;17,264;9,707;;;1,6;4,561
27.03.23;06:00;24,949;44,969;51,046;44,691;28,895;13,022;1,947;19,788;0,992;7,812
27.03.23;07:00;34,856;45,26;53,322;49,138;38,514;19,165;3,283;21,776;1,189;7,373
27.03.23;08:00;26,355;29,517;57,156;42,61;41,225;12,139;3,52;18,836;1,173;9,103
27.03.23;09:00;25,393;19,95;39,701;31,718;33,733;8,325;1,609;11,954;1,152;5,057
27.03.23;10:00;24,997;15,687;41,247;21,74;19,356;8,18;1,738;9,355;1,206;4,536
27.03.23;11:00;23,655;13,437;29,924;17,909;15,668;6,659;1,329;6,785;1,742;3,24
27.03.23;12:00;19,686;12,662;33,481;20,583;22,554;6,963;1,723;7,619;1,34;3,255
27.03.23;13:00;23,307;11,287;37,15;21,136;18,583;7,456;1,724;6,801;0,893;2,441
27.03.23;14:00;22,33;13,657;23,938;32,547;12,555;4,575;1,645;6,301;0,958;2,612
27.03.23;15:00;28,442;18,203;25,582;29,568;13,509;3,93;1,363;5,876;1,099;2,477
27.03.23;16:00;24,845;17,711;39,74;22,782;9,807;5,403;1,208;6,679;1,057;2,873
27.03.23;17:00;28,36;15,597;32,067;16,119;9,591;4,414;1,362;6,621;0,935;2,704
27.03.23;18:00;16,878;10,662;30,868;18,312;14,419;5,409;1,499;9,132;0,787;2,45
27.03.23;19:00;20,441;18,182;25,536;24,144;15,922;4,677;1,597;8,507;1,043;2,553
27.03.23;20:00;12,392;20,027;28,846;18,997;13,606;5,774;1,312;12,107;0,948;2,528
27.03.23;21:00;10,616;27,444;23,807;16,072;17,693;4,29;1,194;8,725;1,007;2,229
27.03.23;22:00;12,215;12,167;18,085;15,165;13,882;3,505;1,271;5,322;0,999;2,394
27.03.23;23:00;8,099;11,149;;;;2,958;1,633;4,088;1,061;1,903
28.03.23;00:00;;6,809;6,828;6,452;9,996;2,685;1,793;3,96;1,066;1,577
28.03.23;01:00;6,529;5,742;6,621;5,897;8,389;2,766;1,538;3,839;1,498;1,611
28.03.23;02:00;5,475;;5,295;6,387;7,699;;2,067;4,221;1,198;
28.03.23;03:00;5,689;4,576;5,267;14,962;8,552;2,444;2,036;5,112;;2,673
28.03.23;04:00;6,003;6,267;9,89;18,133;10,142;3,055;1,867;5,03;2,606;6,943
28.03.23;05:00;11,599;10,089;29,664;39,532;24,183;4,875;2,6;6,145;1,101;6,242
28.03.23;06:00;22,609;21,317;52,071;54,914;36,838;8,386;3,589;8,735;1,207;13,699
28.03.23;07:00;43,217;42,2;56,707;63,496;41,598;8,345;5,012;12,822;;17,898
28.03.23;08:00;37,108;37,281;54,622;57,001;51,496;9,751;8,226;14,019;;16,167
28.03.23;09:00;34,683;21,88;40,809;43,888;53,22;8,252;4,921;10,05;;14,156
28.03.23;10:00;30,716;20,156;35,497;31,426;41,569;7,717;3,105;7,85;;12,927
28.03.23;11:00;27,844;14,152;30,684;31,006;;5,6;3,451;5,666;2,47;10,359
28.03.23;12:00;21,283;10,123;28,322;32,949;;4,242;2,592;4,763;2,721;7,787
28.03.23;13:00;23,762;11,497;40,728;29,096;;3,462;2,674;5,332;2,142;6,674
28.03.23;14:00;25,65;13,71;42,161;31,661;31,423;4,12;2,411;5,28;3,402;12,001
28.03.23;15:00;31,129;16,635;44,581;41,664;36,045;5,288;2,936;9,039;;8,965
28.03.23;16:00;29,385;22,786;50,867;48,826;35,373;4,985;3,438;11,319;3,624;8,067
28.03.23;17:00;29,923;15,092;43,199;39,017;31,13;5,615;3,528;11,306;4,662;9,33
28.03.23;18:00;33,96;18,707;35,106;44,1;31,612;8,918;4,446;14,169;5,82;13,802
28.03.23;19:00;38,952;30,64;36,488;50,504;40,972;15,649;6,128;14,315;7;10,61
28.03.23;20:00;53,32;29,191;36,874;53,96;35,766;19,2;6,874;13,233;6,072;10,949
28.03.23;21:00;34,451;29,237;35,24;39,634;36,047;15,639;5,206;16,406;5,393;10,631
28.03.23;22:00;25,565;27,218;27,469;40,616;24,25;16,747;5,379;11,419;6,12;8,523
28.03.23;23:00;21,011;18,345;18,537;19,781;26,795;12,856;;;6,02;11,001
29.03.23;00:00;10,852;14,219;;;;12,763;4,752;8,748;5,055;9,658
29.03.23;01:00;;11,833;14,327;10,85;20,55;11,997;4,581;7,918;4,93;10,262
29.03.23;02:00;10,804;9,887;20,965;10,476;19,197;11,367;5,147;7,61;4,649;9,194
29.03.23;03:00;15,904;;14,319;9,185;16,315;;6,175;7,952;3,502;
29.03.23;04:00;19,778;8,242;13,432;12,95;16,235;8,775;7,479;6,859;;10,461
29.03.23;05:00;30,142;14,06;24,086;27,784;14,349;10,306;7,956;8,14;3,036;11,597
29.03.23;06:00;42,266;27,195;50,171;42,2;22,703;12,715;6,651;10,788;3,573;18,851
29.03.23;07:00;55,536;37,345;55,682;48,563;37,147;12,528;6,864;12,278;4,979;19,19
29.03.23;08:00;50,345;33,719;44,58;46,93;42,174;12,777;7,669;12,742;6,058;18,707
29.03.23;09:00;39,942;31,627;37,588;42,569;45,466;12,824;8,38;14,435;;15,167
29.03.23;10:00;38,93;29,631;29,393;47,251;33,26;10,828;8,843;13,977;7,438;16,606
29.03.23;11:00;33,315;18,854;50,428;43,299;36,545;9,455;8,577;14,675;8,125;16,84
29.03.23;12:00;30,472;22,479;43,792;43,156;33,976;9,508;8,269;15,45;9,66;18,435
29.03.23;13:00;25,423;25,316;39,467;39,336;31,456;9,019;8,072;17,784;12,078;20,456
29.03.23;14:00;25,831;20,906;46,332;47,591;27,158;6,543;8,703;20,467;15,343;18,338
29.03.23;15:00;35,763;30,99;45,218;49,875;32,5;7,841;8,434;19,917;16,799;20,855
29.03.23;16:00;32,306;23,072;36,607;50,346;35,314;9,932;8,701;22,215;16,459;22,314
29.03.23;17:00;36,15;22,385;36,792;52,141;36,168;11,621;9,415;19,038;14,226;24,341
29.03.23;18:00;41,645;27,781;35,19;56,173;36,659;13,449;9,395;22,025;16,602;20,772
29.03.23;19:00;49,09;28,875;41,935;52,265;39,353;15,826;10,837;26,211;12,469;21,21
29.03.23;20:00;52,698;38,625;32,984;52,647;36,544;20,267;12,53;34,922;12,877;16,564
29.03.23;21:00;31,888;27,632;34,496;43,014;40,845;22,585;14,639;27,323;10,976;13,928
29.03.23;22:00;30,63;22,913;37,88;42,466;36,391;24,75;14,109;27,004;10,292;13,506
29.03.23;23:00;22,811;18,826;31,122;38,17;31,661;20,469;15,23;18,046;8,757;11,979
30.03.23;00:00;14,918;11,993;20,309;42,408;22,814;18,535;;;9,439;15,463
30.03.23;01:00;16,044;9,885;;;;17,586;12,373;11,984;12,594;17,283
30.03.23;02:00;;10,248;36,601;14,821;20,407;25,021;10,272;9,444;12,995;15,032
30.03.23;03:00;12,604;9,95;16,417;14,055;21,19;16,368;10,142;8,779;11,551;15,476
30.03.23;04:00;17,476;;16,482;13,133;22,552;;8,929;9,654;11,578;
30.03.23;05:00;26,617;24,142;24,503;26,079;21,41;18,016;10,799;11,578;11,367;19,505
30.03.23;06:00;48,862;42,693;34,661;33,186;27,319;24,297;11,447;14,076;9,3;21,277
30.03.23;07:00;57,245;64,832;35,118;46,707;39,327;20,169;10,206;16,617;8,793;23,681
30.03.23;08:00;35,866;43,381;34,753;45,31;42,766;16,788;8,348;16,897;10,066;21,659
30.03.23;09:00;39,658;19,943;44,658;33,451;42,088;16,771;6,638;10,65;9,773;16,819
30.03.23;10:00;35,873;15,175;57,346;47,583;28,338;11,748;5,674;12,366;6,148;10,159
30.03.23;11:00;20,669;12,91;37,804;35,705;28,652;9,217;4,562;8,915;6,052;9,718
30.03.23;12:00;23,868;39,777;47,068;36,99;18,604;10,782;4,583;7,029;6,403;7,727
30.03.23;13:00;21,969;44,176;36,537;24,798;20,326;5,208;3,425;6,717;4,61;8,632
30.03.23;14:00;21,068;19,247;35,454;31,854;20,115;4,123;3,293;6,223;4,194;7,087
30.03.23;15:00;17,988;9,176;34,004;25,202;24,1;4,384;4,883;4,57;4,196;5,664
30.03.23;16:00;19,09;8,868;44,91;24,074;22,551;5,003;4,095;6,418;5,472;5,748
30.03.23;17:00;17,776;13,042;41,038;32,594;23,383;4,762;3,837;7,149;5,729;5,094
30.03.23;18:00;20,062;10,982;38,583;29,919;22,577;5,708;4,098;9,101;7,516;7,179
30.03.23;19:00;26,047;25,166;33,457;34,212;25,39;5,971;3,75;8,597;7,159;7,984
30.03.23;20:00;21,625;13,986;25,509;19,366;17,698;8,43;4,264;7,033;6,859;8,257
30.03.23;21:00;14,701;24,788;19,507;18,876;19,747;6,914;4,625;8,543;5,472;8,679
