Datum;Uhrzeit;Braunschweig_VS;Goettingen_VS;Hannover_VS;Osnabrueck_VS;Oldenburg_VS;Hannover;Jadebusen;Osnabrueck;Ostfriesische_Inseln;Ostfriesland
14.02.23;19:00;37,407;55,881;33,755;70,074;56,634;28,113;21,776;60,72;19,327;36,697
14.02.23;20:00;54,919;53,528;35,027;72,158;61,069;36,063;31,219;51,416;23,699;35,847
14.02.23;21:00;43,127;44,788;34,598;58,357;63,405;37,738;37,646;60,366;30,336;36,416
14.02.23;22:00;35,153;39,064;39,498;55,279;55,3;37,668;38,694;58,82;25,931;37,413
14.02.23;23:00;37,143;32,341;39,527;53,948;49,376;34,694;37,332;;28,933;35,641
15.02.23;00:00;33,354;;31,786;42,938;41,681;26,592;;43,723;29,59;35,283
15.02.23;01:00;29,059;23,725;28,009;41,001;35,997;23,498;27,873;36,677;27,661;34,442
15.02.23;02:00;26,957;20,602;23,142;37,715;33,855;17,528;25,158;35,961;25,586;36,198
15.02.23;03:00;21,636;17,607;25,248;36,003;29,407;19,167;29,665;36,293;24,438;
15.02.23;04:00;16,195;17,678;23,151;33,307;23,96;16,119;23,387;33,756;;35,53
15.02.23;05:00;21,465;16,483;30,314;;25,927;;22,675;31,503;30,372;27,502
15.02.23;06:00;28,66;18,829;43,634;36,317;32,879;30,877;21,052;32,036;28,893;28,827
15.02.23;07:00;37,876;29,079;59,567;38,743;31,992;33,523;22,097;31,554;28,793;30,881
15.02.23;08:00;46,521;31,739;50,528;44,767;44,253;35,454;24,786;33,356;29,844;36,406
15.02.23;09:00;53,282;32,179;46,07;41,444;46,669;30,336;22,785;32,479;29,211;38,641
15.02.23;10:00;43,7;25,726;40,199;36,599;53,456;24,193;24,674;30,829;24,99;36,636
15.02.23;11:00;39,528;23,507;32,367;29,856;42,79;15,748;23,326;25,215;23,041;33,996
15.02.23;12:00;44,896;25,009;29,968;32,486;45,206;14,904;21,837;23,004;25,293;31,558
15.02.23;13:00;;26,766;37,255;41,813;42,901;15,5;24,894;22,768;27,059;30,499
15.02.23;14:00;;26,999;38,848;56,874;47,474;14,278;24,835;22,486;25,92;31,558
15.02.23;15:00;34,764;27,444;42,992;54,503;46,978;14,814;23,347;21,372;25,662;35,358
15.02.23;16:00;42,372;31,528;48,11;62,643;52,957;17,446;24,809;29,133;28,781;34,707
15.02.23;17:00;51,182;31,64;49,549;65,791;57,023;21,973;30,16;31,396;30,615;44,094
15.02.23;18:00;65,357;37,187;52,575;77,543;63,177;28,648;36,499;44,901;33,068;39,072
15.02.23;19:00;71,339;46,135;53,27;76,385;59,818;29,362;37,919;43,756;32,849;45,98
15.02.23;20:00;63,685;42,9;42,429;70,667;51,786;28,914;35,233;53,643;27,705;47,177
15.02.23;21:00;56,646;38,359;36,021;63,985;50,408;22,346;34,651;39,662;25,05;41,401
15.02.23;22:00;49,057;35,894;29,471;69,88;54,177;20,544;33,583;43,293;26,693;42,162
15.02.23;23:00;;35,818;;63,116;;24,404;30,217;48,06;28,597;42,795
16.02.23;00:00;39,49;33,315;27,788;59,136;44,954;27,254;26,974;;30,4;44,735
16.02.23;01:00;21,647;;31,135;50,994;42,756;21,747;;49,761;29,978;41,676
16.02.23;02:00;20,668;19,648;32,067;41,219;41,016;25,558;26,763;41,44;32,773;42,255
16.02.23;03:00;19,596;19,125;23,588;43,119;40,167;26,678;24,747;40,839;32,671;41,747
16.02.23;04:00;19,955;20,078;24,675;37,727;35,965;30,437;23,34;37,129;30,48;
16.02.23;05:00;23,609;24,392;31,405;34,2;35,044;24,238;22,217;33,64;;47,239
16.02.23;06:00;33,481;26,594;43,621;36,225;36,256;28,985;20,717;30,803;25,461;33,353
16.02.23;07:00;41,659;37,067;58,726;47,033;39,453;39,419;20,809;28,982;22,227;35,929
16.02.23;08:00;53,002;44,471;59,059;66,29;47,334;41,819;20,923;29,4;22,667;31,976
16.02.23;09:00;52,086;42,507;64,073;54,682;47,855;43,081;20,645;29,518;22,662;29,84
16.02.23;10:00;35,753;41,609;61,785;50,461;53,678;38,615;15,99;27,896;20,338;38,585
16.02.23;11:00;34,504;34,453;44,458;51,779;47,657;27,799;14,682;30,889;20,549;40,825
16.02.23;12:00;35,31;27,885;47,927;47,501;47,837;27,38;14,345;31,269;19,286;32,148
16.02.23;13:00;34,098;27,204;44,922;47,69;48,243;26,454;14,929;32,164;20,059;33,465
16.02.23;14:00;36,631;35,013;50,642;46,755;45,009;28,103;14,858;29,493;18,261;35,142
16.02.23;15:00;37,388;34,111;49,921;51,571;49,333;32,313;17,722;28,264;21,199;35,654
16.02.23;16:00;49,506;52,625;50,941;55,833;44,38;33,019;20,11;32,176;23,249;42,886
16.02.23;17:00;52,657;57,611;55,479;60,495;45,371;34,031;22,373;32,713;25,645;39,286
16.02.23;18:00;45,988;58,687;52,735;60,284;48,26;34,197;24,201;31,575;25,315;31,968
16.02.23;19:00;40,842;56,498;51,764;55,257;46,884;33,584;23,03;28,872;22,602;27,823
16.02.23;20:00;38,699;54,884;43,186;44,256;42,254;31,075;19,318;24,665;21,231;23,971
16.02.23;21:00;38,194;39,569;36,827;37,512;36,007;27,866;15,885;19,655;19,87;23,821
16.02.23;22:00;43,49;31,879;33,163;28,616;34,468;26,754;14,34;17,416;18,464;26,82
16.02.23;23:00;33,458;23,197;29,602;;30,301;;12,661;15,39;15,389;19,955
17.02.23;00:00;;17,101;;15,784;;22,886;10,849;12,761;10,476;15,388
17.02.23;01:00;21,881;15,699;17,605;12,471;16,35;17,923;9,357;;8,917;12,582
17.02.23;02:00;16,944;;14,749;10,787;15,225;10,326;;9,924;8,104;10,055
17.02.23;03:00;14,302;14,298;12,211;9,456;14,884;8,672;6,91;8,395;7,633;10,551
17.02.23;04:00;12,549;14,006;11,034;8,088;13,275;7,556;6,459;7,95;7,602;11,553
17.02.23;05:00;13,882;13,632;12,997;8,599;11,755;6,97;6,451;6,653;9,048;
17.02.23;06:00;15,449;19,114;23,136;15,407;14,63;7,056;6,402;7,865;7,812;11,792
17.02.23;07:00;22,598;35,114;33,295;17,881;16,85;6,439;6,652;7,044;7,781;10,851
17.02.23;08:00;30,75;37,894;38,117;27,741;21,373;6,087;6,42;7,308;8,31;13,226
17.02.23;09:00;34,722;32,424;34,99;28,949;28,48;7,31;6,654;7,042;8,059;14,12
17.02.23;10:00;26,526;28,037;33,004;24,376;29,109;7,456;7,455;7,951;7,051;11,852
17.02.23;11:00;23,134;22,477;29,684;20,743;23,358;7,994;7,721;8,859;6,89;11,738
17.02.23;12:00;21,766;13,868;33,613;22,271;22,131;9,093;7,991;7,476;6,005;14,058
17.02.23;13:00;21,55;24,282;32,317;23,017;21,419;9,073;6,893;8,549;6,523;9,357
17.02.23;14:00;23,302;18,243;34,343;28,207;21,071;9,166;5,34;9,888;4,795;7,353
17.02.23;15:00;20,539;11,289;35,397;25,296;20,475;8,419;4,103;9,847;4,889;5,996
17.02.23;16:00;17,508;13,374;32,175;26,765;17,288;8,996;4,339;9,84;6,652;5,221
17.02.23;17:00;17,792;16,147;32,777;29,337;18,583;8,857;4,44;9,06;4,473;4,476
17.02.23;18:00;16,721;15,583;33,861;22,135;18,77;8,143;4,489;9,485;3,85;5,425
17.02.23;19:00;15,407;16,774;26,347;26,449;18,688;8,156;4,057;10,767;3,146;6,8
17.02.23;20:00;13,105;12,108;16,534;18,631;22,338;6,486;4,453;10,596;6,636;5,666
17.02.23;21:00;11,468;9,792;15,759;21,538;20,465;4,748;5,71;9,797;3,431;6,266
17.02.23;22:00;9,069;10,166;15,922;13,995;21,433;4,163;4,636;7,448;3,61;7,603
17.02.23;23:00;9,028;13,666;16,854;17,939;28,484;2,931;4,717;6,794;;6,044
18.02.23;00:00;6,233;16,612;11,503;;29,094;;4,836;7,574;4,021;7,412
18.02.23;01:00;;12,503;;25,811;;2,398;5,958;8,989;3,906;6,128
18.02.23;02:00;5,622;12,733;8,657;24,134;23,191;2,729;4,972;;4,712;10,332
18.02.23;03:00;5,248;;7,515;15,229;21,322;2,317;;10,553;4,634;9,964
18.02.23;04:00;4,497;18,458;15,97;15,596;18,566;3,79;5,465;9,582;5,061;8,839
18.02.23;05:00;5,309;16,653;11,41;14,146;23,065;6,493;6,117;8,996;5,74;13,781
18.02.23;06:00;12,142;22,427;22,575;15,143;23,414;6,475;5,974;8,506;6,163;13,526
18.02.23;07:00;18,576;18,684;32,356;14,8;23,592;7,788;6,524;8,223;7,026;15,754
18.02.23;08:00;22,373;11,616;32,557;10,683;26,382;7,078;8,724;6,832;6,646;19,511
18.02.23;09:00;34,476;15,327;30,428;12,006;27,206;11,433;10,495;6,243;9,658;19,994
18.02.23;10:00;40,574;12,174;21,677;18,357;19,963;6,971;11,796;6,856;8,476;7,297
18.02.23;11:00;23,145;11,331;21,497;17,113;19,311;5,596;7,048;7,186;5,663;7,04
18.02.23;12:00;19,138;10,749;25,163;17,18;20,431;5,545;5,411;7,32;4,391;5,274
18.02.23;13:00;16,663;9,962;26,845;21,317;22,978;5,765;4,67;8,717;3,781;4,562
18.02.23;14:00;15,255;8,104;25,733;29,231;19,454;5,297;4,594;9,654;4,862;3,572
18.02.23;15:00;13,284;8,714;30,939;30,86;19,443;5,915;4,811;9,602;4,778;4,257
18.02.23;16:00;16,08;12,079;29,16;36,963;15,836;6,118;6,517;9,567;3,879;3,883
18.02.23;17:00;23,164;12,216;27,855;28,11;18,25;6,039;23,486;9,419;2,798;4,736
18.02.23;18:00;15,287;16,92;30,947;28,42;17,835;5,623;14,072;9,896;2,726;5,351
18.02.23;19:00;16,51;17,148;29,691;28,116;21,796;4,687;7,143;9,539;5,737;7,679
18.02.23;20:00;14,417;13,977;22,226;27,889;22,162;3,995;10,662;9,567;4,583;10,793
18.02.23;21:00;11,091;13,469;21,153;32,406;25,784;3,378;8,184;9,014;2,547;8,562
18.02.23;22:00;9,699;23,929;20,696;29,817;29,951;3,113;4,702;9,988;3,051;8,685
18.02.23;23:00;9,333;54,601;17,047;29,154;35,823;4,41;5,994;9,522;3,31;
19.02.23;00:00;12,243;26,475;20,4;28,107;25,182;4,666;6,957;8,789;;14,401
19.02.23;01:00;11,712;16,771;20,186;;25,171;;5,899;8,067;3,155;11,76
19.02.23;02:00;;17,993;;14,252;;4,504;11,565;7,461;3,775;6,306
19.02.23;03:00;9,921;14,492;10,376;12,724;16,848;3,307;11,597;;3,998;5,333
19.02.23;04:00;8,248;;10,42;10,028;16,821;2,385;;7,51;2,49;5,675
19.02.23;05:00;5,264;6,424;8,521;8,48;15,237;3,447;7,377;7,733;2,861;6,157
19.02.23;06:00;6,495;6,498;8,948;7,475;15,073;3,813;5,913;7,996;1,886;7,806
19.02.23;07:00;6,92;6,356;6,571;7,616;18,812;4,093;11,94;7,788;1,902;8,367
19.02.23;08:00;6,807;6,818;6,075;10,978;18,134;3,518;8,518;9,74;3,4;13,664
19.02.23;09:00;13,849;9,365;11,799;12,302;19,509;6,176;6,294;9,392;2,577;11,947
19.02.23;10:00;18,793;13,615;24,867;12,748;19,138;6,787;7,647;8,995;5,578;9,122
19.02.23;11:00;46,46;14,266;28,175;12,352;15,299;9,38;5,564;8,866;2,321;6,883
19.02.23;12:00;19,052;15,274;27,119;18,111;11,769;8,004;5,796;8,506;2,332;6,344
19.02.23;13:00;25,611;18,406;22,675;16,602;17,184;5,948;3,993;7,851;2,378;5,313
19.02.23;14:00;21,928;18,021;28,276;17,353;21,764;2,792;3,531;7,93;2,315;4,244
19.02.23;15:00;21,871;16,702;31,535;24,663;21,545;2,519;3,741;9,208;2,772;10,227
19.02.23;16:00;25,001;19,594;36,752;37,542;24,924;2,641;3,765;11,127;3,193;7,866
19.02.23;17:00;26,646;32,252;43,371;36,942;26,255;2,967;5,112;8,47;2,733;5,044
19.02.23;18:00;54,721;29,184;53,337;40,711;43,921;4,7;12,431;11,553;3,506;6,336
19.02.23;19:00;46,636;33,247;66,869;48,908;48,323;8,928;8,43;12,825;4,074;6,463
19.02.23;20:00;39,819;32,825;60,469;41,584;45,836;11,168;5,572;13,671;4,762;7,164
19.02.23;21:00;35,743;22,66;49,191;36,655;35,447;9,764;4,703;11,271;2,861;6,713
19.02.23;22:00;22,974;26,858;35,862;23,031;26,888;10,669;5,141;9,298;1,978;8,514
19.02.23;23:00;22,002;26,333;26,024;15,021;20,714;7,823;4,668;7,828;2,429;6,8
20.02.23;00:00;14,339;18,522;22,775;10,217;11,647;6,402;5,025;7,798;2,241;
20.02.23;01:00;10,077;14,217;15,997;7,642;9,227;5,357;3,798;6,846;;6,9
20.02.23;02:00;7,816;7,331;7,276;;9,152;;3,982;6,988;4,258;9,21
20.02.23;03:00;;7,614;;6,949;;2,765;5,047;7,33;5,952;10,462
20.02.23;04:00;4,681;7,847;6,378;7,382;9,168;2,249;5,788;;10,228;13,043
20.02.23;05:00;6,444;;10,538;9,521;10,761;2,779;;8,916;11,368;13,897
20.02.23;06:00;12,728;16,834;23,635;13,822;12,692;6,35;8,934;11,989;10,345;15,443
20.02.23;07:00;27,778;24,433;36,454;23,834;16,26;6,402;9,704;11,952;8,812;15,826
20.02.23;08:00;33,039;32,472;44,535;26,18;22,568;6,08;9,741;10,478;7,032;15,301
20.02.23;09:00;33,99;29,817;46,247;28,585;22,832;8,338;8,235;10,553;4,788;15,753
20.02.23;10:00;22,567;18,384;53,446;22,779;24,451;9,716;6,598;9,776;4,115;13,018
20.02.23;11:00;16,326;20,863;36,53;27,609;26,287;9,17;6,158;10,177;3,802;11,449
20.02.23;12:00;17,491;19,011;34,672;34,777;26,383;8,39;4,866;10,784;3,777;8,979
20.02.23;13:00;18,563;18,755;36,624;27,165;24,831;9,985;4,629;11,865;3,488;7,663
20.02.23;14:00;18,139;17,234;36,095;25,535;20,785;9,897;4,47;11,699;3,351;8,132
20.02.23;15:00;21,974;19,674;37,785;24,7;20,308;9,05;4,544;12,383;3,862;6,72
20.02.23;16:00;27,985;17,925;37,899;30,758;23,391;9,248;4,714;12,554;4,189;6,509
20.02.23;17:00;25,481;16,829;37,97;33,158;26,566;9,656;5,527;11,749;4,764;6,762
20.02.23;18:00;24,646;17,519;33,736;29,574;28,405;10,07;5,877;11,023;5,973;7,487
20.02.23;19:00;23,024;13,451;33,436;40,803;27,444;8,979;5,876;10,443;6,259;11,278
20.02.23;20:00;17,42;13,36;25,133;25,682;19,529;7,411;6,411;10,646;7,006;10,995
20.02.23;21:00;15,264;13,104;19,013;20,158;16,286;6,976;6,32;10,508;7,505;10,785
20.02.23;22:00;14,631;14,425;18,389;16,543;17,85;6,073;6,361;10,482;7,378;10,142
20.02.23;23:00;11,705;11,948;15,668;18,157;14,696;5,799;5,8;9,916;6,184;8,108
21.02.23;00:00;10,029;10,547;12,743;11,986;12,386;5,963;5,794;9,426;7,115;9,155
21.02.23;01:00;8,941;11,107;9,587;10,055;13,082;6,21;5,623;8,885;5,925;
21.02.23;02:00;8,593;9,245;8,906;9,673;10,76;6,409;5,063;8,478;;7,44
21.02.23;03:00;8,393;10,522;9,501;;9,583;;5,18;8,51;7,008;6,21
21.02.23;04:00;;9,281;;9,229;;5,84;5,195;8,109;5,879;6,776
21.02.23;05:00;7,993;8,769;11,373;10,972;11,96;5,992;5,244;;4,501;5,988
21.02.23;06:00;10,39;15,365;25,17;15,305;14,051;6,619;5,549;7,89;4,25;8,401
21.02.23;07:00;20,431;24,842;36,436;24,298;19,312;6,682;6,133;9,689;6,706;9,258
21.02.23;08:00;23,086;28,661;39,517;31,971;29,902;7,842;6,367;12,527;10,123;11,558
21.02.23;09:00;23,359;30,716;36,425;32,245;30,651;8,827;7,763;11,275;8,205;12,017
21.02.23;10:00;19,88;28,377;39,014;32,331;39,577;9,59;7,001;13,592;9,794;12,513
21.02.23;11:00;20,481;41,421;34,986;28,067;34,45;8,783;7,816;14,026;8,37;12,059
21.02.23;12:00;18,231;20,271;32,642;34,694;31,324;9,392;9,019;16,981;6,68;11,62
21.02.23;13:00;19,992;17,361;35,618;33,284;27,288;9,355;8,72;15,25;8,953;9,689
21.02.23;14:00;18,865;20,538;34,27;32,182;29,449;8,52;5,944;14,911;17,807;11,981
21.02.23;15:00;19,668;17,346;40,16;35,315;33,801;10,054;6,131;16,973;10,171;10,728
21.02.23;16:00;24,81;32,468;44,507;39,119;38,621;11,889;7,583;18,604;10,483;11,452
21.02.23;17:00;28,739;38,087;45,679;40,29;40,336;13,809;12,147;19,147;10,801;17,428
21.02.23;18:00;27,619;41,356;44,248;43,117;40,264;14,996;13,562;23,507;12,017;19,91
21.02.23;19:00;25,439;40,75;48,056;39,705;37,779;15,926;11,247;23,308;16,158;24,388
21.02.23;20:00;23,565;45,609;43,909;38,723;36,988;22,286;10,442;22,695;9,58;18,444
21.02.23;21:00;22,65;34,028;37,444;37,261;30,015;20,345;14,107;19,161;9,952;19,852
21.02.23;22:00;22,36;38,39;41,718;38,234;27,525;18,959;15,335;21,399;10,134;23,651
21.02.23;23:00;25,048;;43,977;32,797;25,833;17,941;;28,756;7,545;33,962
22.02.23;00:00;22,586;23,946;40,775;31,127;24,712;23,098;10,862;19,969;8,05;21,752
22.02.23;01:00;25,785;13,534;27,892;26,511;21,935;26,261;10,603;17,273;8,882;21,841
22.02.23;02:00;27,546;12,155;24,758;21,339;23,883;21,288;7,773;11,035;7,724;
22.02.23;03:00;22,103;11,308;25,235;21,978;22,321;21,227;11,209;16,791;;21,466
22.02.23;04:00;18,696;11,182;28,166;;19,682;;13,956;22,462;11,854;20,659
22.02.23;05:00;;10,615;;30,272;;21,682;14,529;28,444;12,355;18,346
22.02.23;06:00;29,687;17,354;42,675;32,399;28,426;31,654;15,586;19,619;10,819;18,824
22.02.23;07:00;37,104;36,402;47,833;33,084;31,902;35,157;19,663;17,927;11,276;15,75
22.02.23;08:00;39,21;51,88;51,317;40,736;34,027;36,41;18,451;17,343;11,136;20,461
22.02.23;09:00;49,516;38,015;49,977;43,095;37,122;32,545;16,768;21,411;10,689;21,446
22.02.23;10:00;42,697;33,838;38,256;33,17;34,087;19,254;14,258;23,604;8,453;18,625
22.02.23;11:00;21,38;22,672;29,936;31,413;35,745;14,674;10,007;22,077;8,191;15,726
22.02.23;12:00;17,708;21,146;27,48;34,443;;10,151;10,602;19,364;6,748;14,417
22.02.23;13:00;21,454;19,433;30,526;38,527;;11,595;10,001;16,645;7,133;15,819
22.02.23;14:00;19,543;32,049;31,704;43,549;;10,115;11,213;15,86;8,673;16,86
22.02.23;15:00;19,579;30,515;33,298;53,515;;10,368;12,678;19,206;9,121;20,306
22.02.23;16:00;23,019;37,647;29,584;59,305;33,086;11,033;15,53;20,264;10,459;23,534
22.02.23;17:00;34,566;42,452;42,029;63,875;40,664;13,793;19,215;23,623;12,219;27,482
22.02.23;18:00;30,115;54,738;67,168;74,455;48,559;28,785;21,26;36,015;14,401;32,404
22.02.23;19:00;24,891;49,237;74,313;75,854;46,493;41,131;27;63,854;15,743;36,054
22.02.23;20:00;21,764;42,604;65,249;69,146;51,028;54,355;23,077;60,499;17,605;36,643
22.02.23;21:00;22,171;47,851;49,553;60,54;54,972;49,082;23,089;63,091;21,656;36,205
22.02.23;22:00;19,049;39,345;55,802;54,044;45,68;49,395;24,833;58,341;23,688;31,898
22.02.23;23:00;18,896;31,054;59,362;49,487;44,81;46,714;21,462;;27,514;35,095
23.02.23;00:00;15,734;;50,119;43,257;38,056;42,43;;42,281;30,192;33,369
23.02.23;01:00;14,875;30,027;45,637;39,761;34,613;35,991;18,818;36,879;27,843;34,856
23.02.23;02:00;13,201;18,389;39,782;36,036;33,001;40,982;20,879;34,287;32,657;38,165
23.02.23;03:00;12,967;20,7;39,14;40,651;32,203;35,531;21,322;37,416;23,528;
23.02.23;04:00;13,079;17,544;34,146;41,095;32,393;28,34;26,663;38,745;;38,431
23.02.23;05:00;25,352;20,194;35,051;;30,828;;24,403;38,255;23,924;37,845
23.02.23;06:00;29,841;22,745;49,884;42,885;32,574;31,418;24,044;34,145;37,134;28,853
23.02.23;07:00;46,052;28,693;58,268;51,797;37,499;33,868;22,404;36,449;33,111;24,831
23.02.23;08:00;85,484;34,945;54,407;50,634;43,035;35,503;23,921;39,05;23,961;19,291
23.02.23;09:00;46,542;45,883;54,014;52,032;44,338;33,827;28,512;35,723;15,722;21,104
23.02.23;10:00;49,385;41,426;51,139;47,265;39,2;33,09;25,099;32,585;6,644;19,74
23.02.23;11:00;43,84;44,629;50,682;47,16;33,834;34,917;16,04;;7,527;22,724
23.02.23;12:00;38,38;47,445;53,976;39,314;35,843;35,719;;;9,551;17,047
23.02.23;13:00;41,564;49,206;49,442;38,614;30,897;31,532;;;10,893;14,831
23.02.23;14:00;44,059;50,887;48,344;33,881;31,776;28,756;;;3,585;16,003
23.02.23;15:00;44,141;49,057;49,451;36,299;28,302;25,04;;21,238;2,572;13,808
23.02.23;16:00;44;47,029;52,007;39,892;29,403;24,696;6,733;23,528;2,335;8,725
23.02.23;17:00;45,161;44,699;49,209;44,405;21,024;24,14;6,697;19,299;2,329;7,746
23.02.23;18:00;44,269;40,076;49,266;47,615;26,447;19,756;4,777;21,483;2,511;7,622
23.02.23;19:00;39,032;41,913;46,455;42,61;24,224;21;5,047;21,875;2,246;9,396
23.02.23;20:00;28,603;37,176;44,088;30,046;29,618;21,235;8,19;19,71;2,379;14,868
23.02.23;21:00;29,615;29,225;28,669;34,032;40,117;15,763;5,378;11,173;2,768;12,378
23.02.23;22:00;22,325;24,254;26,102;39,379;39,612;9,62;3,825;16,123;2,407;13,632
23.02.23;23:00;;25,464;;30,513;;9,346;3,939;26,486;2,058;7,484
24.02.23;00:00;12,181;21,924;20,571;23,643;29,111;10,452;4,129;11,64;2,416;6,009
24.02.23;01:00;11,585;;19,857;19,068;20,612;10,173;4,716;13,972;3,277;7,992
24.02.23;02:00;6,564;13,421;15,021;19,741;13,703;7,851;5,416;12,869;3,297;8,302
24.02.23;03:00;8,439;15,385;13,134;20,045;12,66;6,87;4,648;12,219;3,355;7,507
24.02.23;04:00;8,226;9,942;10,936;16,558;11,736;7,122;5,182;12,293;2,811;
24.02.23;05:00;8,392;10,481;15,147;19,007;13,576;5,518;5,787;16,829;;6,426
24.02.23;06:00;11,802;23,037;37,327;33,235;12,712;5,587;5,326;18,012;3,747;6,473
24.02.23;07:00;21,465;29,651;56,862;37,944;16,175;5,809;5,495;15,651;4,761;8,295
24.02.23;08:00;31,255;38,353;53,546;44,515;27,593;5,338;5,676;15,942;4,704;10,594
24.02.23;09:00;36,428;32,773;54,313;44,84;28,861;6,426;5,707;15,479;5,317;11,512
24.02.23;10:00;28,225;25,046;43,459;40,075;31,557;6,013;6,55;15,145;5,501;12,916
24.02.23;11:00;22,315;11,914;40,225;46,092;31,335;7,105;8,02;15,473;4,25;13,941
24.02.23;12:00;27,238;15,468;38,583;36,319;29,23;7,395;8,187;15,503;2,152;9,515
24.02.23;13:00;31,182;23,659;40,265;40,005;31,643;6,304;3,356;17,601;2,985;6,47
24.02.23;14:00;31,766;30,484;46,562;47,061;35,584;8,272;3,692;19,584;2,505;5,495
24.02.23;15:00;34,278;32,993;53,841;45,542;26,664;11,869;3,639;20,608;1,91;5,449
24.02.23;16:00;41,399;43,486;50,664;49,466;21,414;13,214;3,693;21,655;1,886;6,679
24.02.23;17:00;27,738;54,539;52,767;56,734;18,493;13,589;4,028;18,258;1,533;6,842
24.02.23;18:00;28,623;29,979;49,24;51,212;19,782;13,408;4,204;15,217;1,644;6,864
24.02.23;19:00;31,469;39,308;47,783;35,525;25,343;11,911;3,708;14,709;1,404;6,954
24.02.23;20:00;25,746;38,514;30,993;25,951;24,941;7,311;3,468;15,554;1,757;6,122
24.02.23;21:00;18,877;26,389;22,889;29,052;16,092;4,548;3,724;12,079;1,52;5,987
24.02.23;22:00;14,146;17,371;22,769;22,507;15,559;4,025;4,617;11,187;2,205;6,045
24.02.23;23:00;10,724;11,656;16,753;;17,581;;;;2,04;6,84
25.02.23;00:00;;9,249;;15,22;;2,864;5,165;7,491;2,015;6,021
25.02.23;01:00;7,5;6,6;10,352;13,107;16,167;2,672;4,581;9,016;2,272;6,04
25.02.23;02:00;6,824;;7,176;10,514;15,352;2,283;4,608;7,267;2,001;7,168
25.02.23;03:00;;;;;;;;;;
25.02.23;04:00;10,933;4,451;6,487;9,398;13,558;2,878;5,448;7,658;2,333;7,494
25.02.23;05:00;10,071;6,528;8,063;10,886;13,099;3,328;4,058;8,387;1,856;
25.02.23;06:00;11,422;13,131;11,256;13,695;10,742;3,853;4,475;10,005;1,481;7,855
25.02.23;07:00;11,839;10,441;14,818;15,112;11,197;3,658;3,474;14,039;1,394;6,716
25.02.23;08:00;10,447;13,054;16,097;18,197;14,719;2,664;2,97;17,615;1,591;5,849
25.02.23;09:00;13,366;14,975;23,578;25,999;12,759;3,688;2,81;21,635;1,386;5,034
25.02.23;10:00;19,649;17,145;25,002;24,283;10,809;5,598;2,309;12,716;0,943;4,731
25.02.23;11:00;18,798;17,133;22,595;24,769;8,912;5,649;2,549;8,059;0,896;4,28
25.02.23;12:00;21,076;13,99;25,671;24,837;8,127;5,633;3,371;7,814;0,714;2,963
25.02.23;13:00;24,337;21,093;27,45;21,983;9,159;5,277;3,189;5,842;0,797;2,735
25.02.23;14:00;22,576;15,755;26,991;20,514;11,426;6,401;2,544;5,359;1,012;2,731
25.02.23;15:00;23,618;17,046;22,705;19,455;12,17;7,34;2,58;4,928;1,271;3,508
25.02.23;16:00;30,734;13,989;22,08;13,802;10,402;5,49;2,937;4,987;1,069;3,241
25.02.23;17:00;29,522;16,145;24,059;20,445;14,814;6,153;2,708;5,889;1,361;3,695
25.02.23;18:00;20,959;16,093;31,074;30,136;17,151;8,844;3,213;7,589;1,203;5,412
25.02.23;19:00;26,251;26,29;29,517;51,908;23,455;9,551;2,646;13,766;0,833;7,558
25.02.23;20:00;36,479;28,228;32,161;47,793;20,665;14,995;4,749;18,347;1,008;5,675
25.02.23;21:00;29,097;29,448;44,704;24,805;31,996;20,93;4,042;9,36;1,464;5,134
25.02.23;22:00;28,525;32,151;43,614;38,858;22,491;16,394;3,22;15,388;1,181;6,937
25.02.23;23:00;34,948;34,355;24,64;43,636;29,863;14,219;2,943;16,599;;5,728
26.02.23;00:00;21,308;42,53;26,311;;25,081;;;;1,204;4,64
26.02.23;01:00;;13,779;;35,906;;10,241;3,372;17,626;0,734;6,281
26.02.23;02:00;12,144;13,409;20,576;25,844;19,985;8,911;3,512;16,155;1,119;6,276
26.02.23;03:00;12,669;;16,191;20,104;17,306;6,834;3,228;14,486;1,124;8,491
26.02.23;04:00;9,336;9,393;15,949;15,627;19,16;6,51;3,956;13,585;0,921;9,677
26.02.23;05:00;5,952;8,861;14,836;13,786;19,782;6,26;3,353;12,636;1,193;8,574
26.02.23;06:00;10,917;10,142;13,975;15,364;19,264;6,127;2,967;11,641;1,24;11,886
26.02.23;07:00;9,584;14,745;16,035;16,197;17,653;7,51;2,793;12,456;1,091;13,202
26.02.23;08:00;12,248;15,387;22,95;17,364;14,481;9,679;1,91;16,432;0,963;11,917
26.02.23;09:00;10,735;16,099;21,333;18,933;18,045;10,367;1,649;15,912;0,886;12,905
26.02.23;10:00;12,172;17,264;16,941;12,974;12,274;10,342;2,936;9,019;0,85;5,003
26.02.23;11:00;11,554;13,099;16,161;8,738;9,559;6,48;1,651;6,105;0,939;2,719
26.02.23;12:00;11,915;9,214;13,271;6,774;11,985;4,465;2,251;4,64;1,023;2,457
26.02.23;13:00;13,353;11,972;13,652;9,063;15,042;3,895;2,332;4,352;1,045;2,457
26.02.23;14:00;9,178;11,222;13,939;11,126;17,477;3,449;2,842;5,339;1,154;2,501
26.02.23;15:00;7,84;14,069;16,908;7,368;13,339;4,69;2,704;4,223;0,949;2,473
